"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","cathmarg","difcro2","rightmar2","diffvotensoc"
"233","1912","159",159,"Socialist",0.140981826311923,4,0,0.459516432974544,-0.318534606662621,0,0,0.0500536086343324
"234","1890","160",160,"Liberal",0.0600172124835802,4,0,0.368211260587942,-0.308194048104362,0,0,0.175594087189549
"235","1890","160",160,"Liberal",0.032910292911258,5,0,0.319741350190609,-0.286831057279351,0,0,0.247785205196341
"236","1893","160",160,"Liberal",0.0791755632053684,5,0.285714285714286,0.383546124014118,-0.30437056080875,1,0,0.160562637315187
"237","1898","160",160,"Minority",0.0108704637513433,5,0.125,0.291931883938166,-0.281061420186823,1,1,0.373820914782418
"238","1903","160",160,"Socialist",0.0054206418039896,4,0,0.326069673315987,0.0325238508239376,0,0,0.133788050261248
"239","1907","160",160,"Conservative",0.0134506115373503,4,0.4,0.347629289589419,-0.334178678052069,1,1,0.173204724594051
"240","1912","160",160,"Socialist",0.0201048689138577,4,0,0.341662921348315,-0.321558052434457,0,0,0.148070491159108
"241","1890","161",161,"Liberal",0.0383240293545756,4,0,0.395032302577934,-0.356708273223358,0,0,0.134582941990582
"242","1893","161",161,"Liberal",0.171325695581015,5,0,0.44582651391162,-0.274500818330606,0,0,0.0626249751602638
"243","1898","161",161,"Socialist",0.00351493848857648,5,0,0.281127484115182,-0.277612545626605,0,0,0.281300222219444
"244","1903","161",161,"Liberal",0.0189832117221332,5,0,0.323307824642582,-0.293883846473275,1,0,0.267850284670707
"245","1907","161",161,"Liberal",0.00933900591470371,4,0,0.300456573622497,-0.291117567707793,0,0,0.333793608440133
"246","1912","161",161,"Socialist",0.10002442002442,3,0,0.401758241758242,-0.301733821733822,0,0,0.0888334951130693
"247","1890","162",162,"Minority",0.16819042466865,4,0.166666666666667,0.468974844468488,-0.300784419799838,1,1,0.188400300711535
"248","1893","162",162,"Minority",0.121917311411992,5,0.142857142857143,0.389144100580271,-0.267226789168279,1,1,0.188789018633786
"249","1898","162",162,"Minority",0.0424856929584473,5,0.166666666666667,0.332856431948246,-0.290370738989798,0,0,0.22691345232495
"250","1903","162",162,"Socialist",0.0182566483748417,4,0,0.318752638243985,-0.300495989869143,0,0,0.288772347058778
"251","1907","162",162,"Liberal",0.0929539176568597,3,0.666666666666667,0.407638005875389,-0.314684088218529,0,0,0.105965621758647
"252","1912","162",162,"Socialist",0.034784035440338,4,0,0.327577013002994,-0.292792977562656,0,0,0.17455717720371
"253","1890","163",163,"Conservative",0.1141625683815,4,0.25,0.415317455931922,-0.301154887550423,0,0,0.106212107050083
"254","1893","163",163,"Conservative",0.131518425415842,4,0.4,0.431780499545382,-0.300262074129539,0,0,0.123690501161255
"255","1898","163",163,"Socialist",0.0168225303665484,5,0,0.32242287434161,-0.305600343975062,0,0,0.215146698942249
"256","1903","163",163,"Liberal",0.00323751594231336,6,0,0.3861964093005,-0.360001962130874,0,0,0.163570719906779
"257","1907","163",163,"Socialist",0.0266890548362865,4,0,0.343732048959392,-0.317042994123105,0,0,0.282343219857812
"258","1912","163",163,"Socialist",0.12720757614538,5,0,0.423342718198106,-0.296135142052726,0,0,0.0738230037091965
"259","1890","164",164,"Liberal",0.00709219858156024,4,0,0.401392805263608,-0.394300606682047,0,0,0.143981570077593
"260","1893","164",164,"Liberal",0.164499493101776,5,0.333333333333333,0.464979944461586,-0.30048045135981,0,0,0.0355611810795396
"261","1898","164",164,"Liberal",0.0985143261407853,6,0.142857142857143,0.342633533781394,-0.244119207640608,0,0,0.234924360955448
"262","1903","164",164,"Liberal",0.0550854628532747,4,0.166666666666667,0.312320189541378,-0.257234726688103,1,0,0.196311710373424
"263","1903","164",164,"Liberal",0.0155393398616205,5,0.142857142857143,0.28447200272222,-0.250973571779651,0,0,0.20510665698329
"264","1912","164",164,"Socialist",0.00693225945634979,4,0,0.324723141090177,-0.317790881633827,0,0,0.214274198301769
"265","1893","165",165,"Minority",0.0653309115677149,4,0,0.473095697582018,-0.407764786014304,0,0,0.0948913425517609
"266","1898","165",165,"Minority",0.0438247011952191,3,0,0.471784503775941,-0.427959802580722,1,1,0.0999317882059871
"267","1903","165",165,"Minority",0.146534438844632,4,0,0.41911884246464,-0.272584403620008,0,0,0.100901289511649
"268","1912","165",165,"Liberal",0.0101579239742878,5,0.166666666666667,0.310649948416792,-0.300492024442505,0,0,0.212366114877382
"269","1890","166",166,"Minority",0.139402702298449,4,0.2,0.457097272772598,-0.317694570474149,1,1,0.192890546959436
"270","1893","166",166,"Conservative",0.0629057420361331,4,0.333333333333333,0.411453877509939,-0.348548135473806,0,0,0.147446710754434
"271","1898","166",166,"Liberal",0.0265990159901599,3,0.25,0.396012710127101,-0.369413694136941,0,0,0.190669834280957
"272","1903","166",166,"Minority",0.0182099447513812,4,0,0.317966850828729,-0.299756906077348,0,0,0.169605622072708
"273","1903","166",166,"Minority",0.078115475050074,4,0,0.392057824610293,-0.313942349560219,0,0,0.13340857233284
"274","1907","166",166,"Liberal",0.147546531302876,4,0.25,0.426019928558,-0.278473397255123,0,0,0.0857108615932133
"275","1912","166",166,"Minority",0.0151674741942279,4,0,0.281932448564005,-0.266764974369777,0,0,0.240476769566924
"276","1890","167",167,"Liberal",0.0312279151943463,4,0.2,0.334231448763251,-0.303003533568905,0,0,0.20746838319925
"277","1893","167",167,"Socialist",0.0361119099461814,5,0,0.372006080276077,-0.335894170329896,0,0,0.188506740236743
"278","1898","167",167,"Socialist",0.0689134808853119,4,0,0.434931014659385,-0.366017533774073,0,0,0.0884469600326568
"279","1903","167",167,"Liberal",0.0146624944121592,4,0,0.404291461779169,-0.389628967367009,1,0,0.168398193393245
"280","1907","167",167,"Conservative",0.017776979709104,5,0.2,0.394017905240746,-0.367955262550342,0,0,0.170474416793591
"281","1912","167",167,"Socialist",0.256128845167191,5,0,0.42858417542216,-0.172455330254969,0,0,0.0982483151249679
"282","1890","168",168,"Liberal",0.244202994567378,4,0.25,0.449980124552802,-0.205777129985425,0,0,0.244404815401758
"283","1898","168",168,"Liberal",0.176090050459309,5,0,0.391124336912925,-0.215034286453616,0,0,0.320829390593501
"284","1903","168",168,"Liberal",0.0250161957442567,5,0,0.322220561120247,-0.29720436537599,1,0,0.303169284986405
"285","1907","168",168,"Liberal",0.02010215078956,5,0,0.309826156225107,-0.289724005435547,1,1,0.339130474220128
"286","1907","168",168,"Liberal",0.143145781174507,4,0.25,0.426099178635745,-0.282953397461238,0,0,0.264214788770572
"287","1907","168",168,"Liberal",0.0258142992296256,5,0,0.289363427490201,-0.263549128260576,1,1,0.332518292939906
"288","1912","168",168,"Socialist",0.00193896149222478,4,0,0.333462597432815,-0.33152363594059,0,0,0.245693336785533
"289","1890","169",169,"Liberal",0.186092522548734,4,0,0.470526622054117,-0.284434099505383,0,0,0.211684772994108
"290","1890","169",169,"Conservative",0.207288629737609,4,0.25,0.429446064139942,-0.222157434402332,0,0,0.22124478214676
"291","1893","169",169,"Conservative",0.0862369337979094,4,0,0.336083213773314,-0.249846279975405,1,0,0.303033885580394
"292","1898","169",169,"Conservative",0.0630288732755526,5,0,0.356941381609313,-0.293912508333761,0,0,0.226901256159676
"293","1903","169",169,"Socialist",0.150785174637079,4,0,0.403544163601123,-0.252758988964044,0,0,0.152400565239183
"294","1907","169",169,"Socialist",0.0432815708418892,5,0,0.350295174537988,-0.307013603696099,0,0,0.236623875513085
"295","1912","169",169,"Socialist",0.117957032833401,4,0,0.398720250159245,-0.280763217325844,0,0,0.134249029130558
"296","1898","174",174,"Conservative",0.0831578947368421,4,0,0.368479532163743,-0.285321637426901,0,1,0.159680368138227
"297","1903","174",174,"Conservative",0.169445467943994,5,0.166666666666667,0.397844509948416,-0.228399042004422,1,0,0.309598763572898
"298","1912","174",174,"Conservative",0.00280188614774823,4,0.2,0.315895578486981,-0.313093692339233,0,0,0.244430276389345
"299","1893","175",175,"Conservative",0.198425196850394,4,0,0.491413573303337,-0.292988376452943,0,0,0.0150601079314681
"300","1898","175",175,"Conservative",0.0382104569683177,5,0.166666666666667,0.351081032520812,-0.307180930706115,0,0,0.200950382673267
"301","1903","175",175,"Conservative",0.0590175403528059,5,0.166666666666667,0.329168957073609,-0.259757133576533,1,1,0.325810890447393
"302","1907","175",175,"Conservative",0.0866692278140607,4,0,0.320245870149827,-0.233576642335766,0,1,0.165174512279971
"303","1912","175",175,"Socialist",0.106421070752281,4,0,0.341470132552935,-0.235049061800654,0,0,0.270724395899806
"304","1890","176",176,"Socialist",0.0691463295109281,4,0,0.229491326080565,0.073311771047731,0,0,0.0841891088238798
"305","1893","176",176,"Conservative",0.111105980143154,4,0.4,0.398799353498037,0.0377280073885938,0,0,0.0544461189782043
"306","1898","176",176,"Socialist",0.0250563174327155,4,0,0.311899774730269,0.0409832826147097,0,0,0.0692609908622694
"307","1903","176",176,"Socialist",0.112248466160155,5,0,0.367612931938837,0.0372572082525352,0,0,0.112055404561422
"308","1907","176",176,"Liberal",0.0169836048035518,3,0.666666666666667,0.381850276819385,-0.115354783492471,0,0,0.140509407648012
"309","1912","176",176,"Liberal",0.0882855033680908,3,0.666666666666667,0.487081295561502,-0.398795792193411,0,0,0.0567020427320349
"310","1890","179",179,"Conservative",0.152896295552655,5,0.2,0.423150286115852,-0.201084228491115,0,0,0.175484655584783
"311","1893","179",179,"Conservative",0.113274336283186,6,0,0.429063809967396,-0.238425710293433,0,0,0.093362263850864
"312","1898","179",179,"Conservative",0.236273817925194,5,0.2,0.496400846859562,-0.143354504822395,0,0,0.00291820724468417
"313","1907","179",179,"Conservative",0.179693253498127,6,0,0.430213569850469,-0.152892958919023,0,0,0.101312617942401
"314","1903","18",18,"Socialist",0.0161275110817693,4,0,0.311232669999057,-0.13986607563897,1,0,0.228676823549951
"315","1907","18",18,"Conservative",0.201101412355299,4,0.2,0.457273442475555,-0.107518825160154,1,1,0.249089377094811
"316","1912","18",18,"Conservative",0.0912987252909662,3,0.4,0.393866617402549,-0.302567892111583,0,0,0.151968974286701
"317","1890","181",181,"Liberal",0.016900826446281,4,0,0.346776859504132,-0.200661157024793,0,0,0.278989506788095
"318","1893","181",181,"Liberal",0.0549416582953404,4,0.5,0.343443319681632,-0.157483965690441,0,0,0.237162510000212
"319","1898","181",181,"Liberal",0.00358448634310699,4,0,0.276184672736397,-0.0863861208688795,1,1,0.350164155885439
"320","1903","181",181,"Socialist",0.0720071738155732,5,0,0.303273053355253,-0.0338663876849499,0,0,0.328786555625657
"321","1907","181",181,"Socialist",0.0809201307800093,5,0,0.307858477347034,0.00256889304063521,0,0,0.208398832594486
"322","1907","181",181,"Liberal",0.17937780956273,3,0.6,0.489170412750306,-0.110952186350633,0,0,0.0731610426738251
"323","1912","181",181,"Socialist",0.095850923782287,4,0,0.401811248808389,-0.305960325026102,0,0,0.104540974469758
"324","1893","182",182,"Liberal",0.105394509502784,5,0,0.37085813015934,-0.173622576310232,0,0,0.225026343080611
"325","1898","182",182,"Liberal",0.0381260737412449,5,0,0.338112858464385,-0.177349015461874,0,1,0.297465851142522
"326","1903","182",182,"Socialist",0.0897024424740249,6,0,0.377250720774629,-0.164445411521514,0,0,0.202080183498309
"327","1907","182",182,"Socialist",0.129329552359733,6,0,0.412624063196273,-0.154521976909054,0,0,0.11179459790378
"328","1907","182",182,"Liberal",0.0106195935016527,5,0.2,0.422720772675059,-0.293855639168249,0,0,0.0906779646642695
"329","1912","182",182,"Socialist",0.167775637078674,4,0,0.460484239378712,-0.292708602300038,0,0,0.0285026318645657
"330","1890","183",183,"Liberal",0.057813750778262,5,0.2,0.331566307924931,0.240167215156097,0,0,0.156025673805594
"331","1890","183",183,"Liberal",0.0166701052197235,4,0,0.390736538064782,0.172498452651124,0,0,0.125263461935218
"332","1893","183",183,"Liberal",0.0769381746810598,5,0.2,0.384192647391862,0.0115648826149317,0,0,0.096245791223781
"333","1898","183",183,"Liberal",0.0189317909189163,3,0,0.375583453092153,0.0908583441215245,0,0,0.158988647257106
"334","1903","183",183,"Socialist",0.0517644500027187,4,0,0.354657169267577,-0.0182607434796005,1,1,0.120071627576605
"335","1907","183",183,"Socialist",0.0162292460560545,4,0,0.337552406940389,-0.0515915003301538,0,0,0.151153958562691
"336","1912","183",183,"Socialist",0.0693547720984017,4,0,0.367099847193734,-0.0385939070222051,0,0,0.175991723254612
"337","1890","184",184,"Liberal",0.0356393593614082,6,0.166666666666667,0.302282147060329,-0.00591004451721844,1,0,0.226475205293756
"338","1893","184",184,"Socialist",0.018908594233519,5,0,0.366434044006232,-0.0660733721749152,0,0,0.114400718460638
"339","1893","184",184,"Socialist",0.00132399071169598,3,0,0.349981667820915,-0.05053570701104,0,0,0.161735134572304
"340","1898","184",184,"Socialist",0.0372264302418933,5,0,0.346678767147195,-0.00670180460050962,0,0,0.162551167587105
"341","1903","184",184,"Socialist",0.15621034823065,5,0,0.426861310126501,-0.0210835266523974,0,0,0.0702670490621183
"342","1907","184",184,"Socialist",0.141272835048769,6,0,0.418699143180471,-0.037667726464407,0,0,0.13576161312499
"343","1912","184",184,"Socialist",0.211304276330815,6,0,0.446159889643076,0.00386431945040791,0,0,0.0908650498335412
"344","1890","185",185,"Liberal",0.0330400430957084,4,0,0.39167714131801,0.2601005566529,0,1,0.0740715379926331
"345","1890","185",185,"Liberal",0.025500337306049,3,0.25,0.425140544187092,0.22860355295705,0,0,0.0918418907531346
"346","1893","185",185,"Liberal",0.0393086949348292,4,0.4,0.423279986800858,0.275325853819502,0,0,0.0992503085048403
"347","1898","185",185,"Liberal",0.134058109711748,5,0,0.260536691804157,0.238027791601271,1,1,0.259923620550655
"348","1903","185",185,"Liberal",0.00748853627156665,5,0.333333333333333,0.345099462276911,0.161448883317389,0,0,0.184464183475736
"349","1907","185",185,"Liberal",0.0591996816915819,4,0.5,0.42266810663332,0.157534246575342,0,0,0.044135703319901
"350","1912","185",185,"Liberal",0.105617515547104,6,0.222222222222222,0.239322608829727,0.1130698463278,0,0,0.327587960275964
"351","1890","187",187,"Socialist",0.0693666710075097,4,0,0.310977991926032,-0.0141945565828884,0,0,0.322358395028897
"352","1893","187",187,"Socialist",0.0618983845316816,5,0,0.337741692475098,-0.0503055160291287,0,0,0.162328899082151
"353","1898","187",187,"Socialist",0.0915234915723475,5,0,0.381402165947398,0.0692940314306653,0,0,0.0737942576788231
"354","1903","187",187,"Socialist",0.144019676312513,4,0,0.432362675735584,0.0682901648802113,0,0,0.0568854560319923
"355","1907","187",187,"Socialist",0.162726283509744,4,0,0.419873380156296,0.0194133940053418,0,0,0.117361759678083
"356","1912","187",187,"Socialist",0.254438786805402,5,0.2,0.471087004649103,0.0742085454947974,0,0,0.101692510881558
"357","1893","188",188,"Liberal",0.00151413189771199,5,0.25,0.264510430686406,-0.051564602960969,1,0,0.283024049686304
"358","1898","188",188,"Liberal",0.0591543832428238,4,0,0.327821955003879,0.0161947245927075,0,0,0.301942518207196
"359","1898","188",188,"Socialist",0.012725257583843,4,0,0.330446204999795,-0.0973687451254054,0,0,0.258712195496175
"360","1903","188",188,"Socialist",0.109874530374991,5,0,0.336712270504005,-0.020344509817821,0,0,0.227436887171558
"361","1903","188",188,"Socialist",0.101296520846936,4,0,0.337810527624911,-0.0051612100861238,0,0,0.205596852696264
"362","1907","188",188,"Socialist",0.0458125623130609,4,0,0.314805583250249,-0.0455383848454636,0,0,0.192968203488431
"363","1912","188",188,"Socialist",0.112562130732439,6,0,0.356888305354966,-0.244326174622526,0,0,0.20350008959122
"364","1890","19",19,"Conservative",0.126286158027567,4,0,0.378858474082702,0.0223257619879635,0,0,0.0594857945394512
"365","1893","19",19,"Conservative",0.21085391947092,5,0,0.394086753549893,0.0277183427348765,0,0,0.116789632143477
"366","1898","19",19,"Conservative",0.0916855974557019,6,0,0.386642435256701,0.166106315311222,0,0,0.156158940335826
"367","1903","19",19,"Conservative",0.103994542560449,5,0.333333333333333,0.353293413173653,0.0568483286591374,0,0,0.201271913882006
"368","1907","19",19,"Conservative",0.198194377120698,5,0.333333333333333,0.437590887057683,0.0743456131846825,1,0,0.117708508543289
"369","1912","19",19,"Socialist",0.0292148824658814,6,0,0.273571688028644,-0.0172279591095428,0,0,0.322365456600737
"370","1893","190",190,"Liberal",0.0571917606091011,5,0.333333333333333,0.385055775246414,0.217257864604852,0,0,0.159444452959884
"371","1898","190",190,"Liberal",0.0901823281907433,4,0.25,0.325736325385694,0.28695652173913,0,0,0.166516801364352
"372","1903","190",190,"Liberal",0.0453689252462192,4,0.25,0.433937893547172,0.28168559280986,0,0,0.138993107042567
"373","1907","190",190,"Liberal",0.0329251584175372,4,0.571428571428571,0.449991436889878,0.346120911114917,1,0,0.098574512751609
"374","1912","190",190,"Conservative",0.136318407960199,4,0.5,0.461129136924075,-0.324810728963876,0,0,0.0533863269934505
"375","1903","191",191,"Liberal",0.0241242368561437,6,0,0.280540572580167,-0.0135735878134076,0,0,0.282030976494967
"376","1912","191",191,"Conservative",0.20894438138479,4,0.25,0.463836549375709,-0.254892167990919,0,0,0.0423051155076631
"377","1890","192",192,"Socialist",0.186081441922563,5,0,0.422329773030708,-0.183044058744993,0,0,0.20511576602854
"378","1893","192",192,"Socialist",0.200899647260606,5,0,0.436296559981878,-0.183068509109738,1,1,0.163731380783699
"379","1903","192",192,"Socialist",0.308675152077786,5,0,0.492951897002419,-0.0975252241467764,1,0,0.0247496459839074
"380","1907","192",192,"Socialist",0.181890673566698,5,0,0.469804227896304,-0.216228091588146,0,0,0.0481620094273034
"381","1912","192",192,"Socialist",0.059005792806143,4,0.142857142857143,0.480749023305941,-0.344847096861107,0,0,0.0343292893934512
"382","1890","193",193,"Liberal",0.117049538990467,4,0.25,0.375996249413971,-0.258946710423504,0,0,0.268882359981231
"383","1893","193",193,"Conservative",0.160431505428394,6,0.375,0.425627549961967,-0.239748288500104,0,0,0.135593376209717
"384","1893","193",193,"Conservative",0.118897132911972,4,0,0.404781533388293,-0.285884400476321,0,0,0.229036092304691
"385","1898","193",193,"Conservative",0.03312265917603,6,0.166666666666667,0.308520599250936,-0.263342696629214,1,0,0.28089975890175
"386","1903","193",193,"Conservative",0.219073894564164,5,0,0.479158899410931,-0.219670419804638,1,1,0.221296179860942
"387","1907","193",193,"Conservative",0.161847697345503,5,0.333333333333333,0.440186720546227,-0.147216609767993,1,1,0.22462877086773
"388","1907","193",193,"Conservative",0.213932962067879,6,0.25,0.46637595881055,-0.218713880424504,0,0,0.27032601491174
"389","1912","193",193,"Conservative",0.0813656040928769,3,0.4,0.389216843762298,-0.307851239669421,1,1,0.212107923407381
"390","1890","194",194,"Socialist",0.156989563427899,4,0,0.449311578225293,-0.292322014797393,0,0,0.0819483248939068
"391","1890","194",194,"Socialist",0.17367819673834,5,0,0.408850109068246,-0.235171912329905,1,1,0.123344246806689
"392","1893","194",194,"Socialist",0.183019693654267,5,0,0.405339168490153,-0.222319474835886,0,0,0.107766060689963
"393","1898","194",194,"Socialist",0.173985192749553,5,0,0.440685899072419,-0.246149263892435,0,0,0.0717923365631
"394","1903","194",194,"Socialist",0.218049471785622,5,0,0.468564802885854,-0.225264107188869,0,0,0.0410925369975865
"395","1907","194",194,"Socialist",0.133351836899475,5,0,0.430788251917642,-0.297436415018167,0,0,0.107279646235129
"396","1912","194",194,"Socialist",0.187990946611636,4,0,0.484045621976656,-0.29605467536502,0,0,0.0187660096449002
"397","1912","195",195,"Conservative",0.194032639840538,5,0.375,0.464245670860845,-0.270213031020306,0,0,0.0517017963061347
"398","1890","196",196,"Liberal",0.0448577680525164,3,0,0.422562606370046,-0.37770483831753,1,1,0.157066249766955
"399","1893","196",196,"Conservative",0.0318932827735645,4,0.5,0.289815817984832,-0.257922535211268,1,1,0.28732991571766
"400","1893","196",196,"Socialist",0.110620569580898,4,0,0.348526302698669,-0.237905733117771,1,1,0.243758069886482
"401","1898","196",196,"Socialist",0.127861923212399,4,0,0.369566748855231,-0.241704825642832,0,0,0.215056443227997
"402","1903","196",196,"Socialist",0.106316482070402,4,0,0.355576269327777,-0.249259787257375,0,0,0.235738016386508
"403","1903","196",196,"Socialist",0.0711832483935298,4,0,0.323343673831154,-0.252160425437625,0,0,0.236982475102589
"404","1907","196",196,"Conservative",0.0775572237829871,3,0.5,0.412011237507484,-0.334454013724497,1,1,0.194893261460202
"405","1912","196",196,"Socialist",0.201853802401517,3,0,0.476637876553613,-0.274784074152096,0,0,0.0581299227319235
"406","1893","197",197,"Conservative",0.287135852321892,7,0,0.485722526680127,-0.0832131525814826,0,0,0.199256014092405
"407","1898","197",197,"Conservative",0.0404040404040404,7,0.1,0.254148629148629,-0.0414862914862915,0,0,0.271931279309462
"408","1903","197",197,"Conservative",0.0908519991626544,5,0.2,0.342404577489359,-0.119531086455935,0,0,0.182409068336979
"409","1907","197",197,"Conservative",0.252399439232179,6,0,0.489431683381861,-0.109187965059851,0,0,0.0676646950916572
"410","1912","197",197,"Liberal",0.0116183425868805,5,0,0.316214271026116,-0.304595928439235,1,0,0.258547444621224
"411","1890","198",198,"Conservative",0.16133416980343,3,0.333333333333333,0.458699289000418,0.0710999581764952,0,0,0.277617406352422
"412","1893","198",198,"Conservative",0.037956204379562,6,0,0.342292829540575,-0.106655216831258,0,0,0.279622866141399
"413","1903","198",198,"Conservative",0.173205596107056,4,0,0.42404197080292,0.0274482968369829,0,0,0.245176554172446
"414","1907","198",198,"Conservative",0.253634300435503,5,0,0.462307550757529,0.00368030423848373,1,1,0.278403489071393
"415","1912","198",198,"Conservative",0.0776462395543175,5,0.285714285714286,0.280930826369545,-0.012244661095636,1,0,0.437385066170691
"416","1898","2",2,"Conservative",0.145362590749653,4,0.25,0.488946896157925,-0.343584305408271,0,0,0.0859164918202173
"417","1907","2",2,"Conservative",0.103042793065826,3,0.25,0.437446963268275,-0.334404170202449,0,0,0.139306779027
"418","1912","2",2,"Conservative",0.147244596395666,3,0,0.486585153850611,-0.339340557454946,0,0,0.0242441582355743
"419","1912","2",2,"Conservative",0.0720020553664333,3,0.25,0.465797417945918,-0.393795362579485,0,0,0.0754940971694596
"420","1890","20",20,"Liberal",0.211483028413436,5,0,0.432378375198541,-0.0948291075945644,0,0,0.287092643372084
"421","1893","20",20,"Liberal",0.119420325302678,5,0.2,0.380212791977498,-0.149443561208267,1,1,0.286518274483089
"422","1898","20",20,"Liberal",0.191387828430272,6,0.142857142857143,0.405962272625197,-0.0413204581181226,1,1,0.282809765729273
"423","1903","20",20,"Liberal",0.0366800048502486,4,0.4,0.374317933794107,-0.337637928943858,1,1,0.244558019163756
"424","1903","20",20,"Liberal",0.0762675553439657,5,0.333333333333333,0.365246369911926,-0.121304451321114,0,0,0.246079963047601
"425","1907","20",20,"Liberal",0.0451610283068676,6,0.25,0.304715103764773,-0.0954392234902327,1,1,0.309865011852367
"426","1912","20",20,"Liberal",0.0548075777433575,5,0.166666666666667,0.374041860280392,-0.318003097819612,0,0,0.165070274408299
"427","1890","200",200,"Socialist",0.0409188473306846,3,0,0.385714938119377,-0.344796090788692,1,1,0.122115234144413
"428","1893","200",200,"Socialist",0.113781098751804,5,0,0.4203956865076,-0.221066485522629,0,0,0.0853896409173143
"429","1903","200",200,"Socialist",0.175501168367974,5,0,0.475648751691059,-0.152133808879597,0,0,0.0411268600402999
"430","1907","200",200,"Socialist",0.109100296187604,4,0,0.487024809108448,-0.376348468791609,0,0,0.0213765229030417
"431","1890","201",201,"Socialist",0.179106624097564,4,0,0.306209911697874,0.297063307159088,0,0,0.0411022928197232
"432","1893","201",201,"Socialist",0.149324061577876,6,0,0.276620079145413,0.156803989294782,0,0,0.0467575129775175
"433","1893","201",201,"Socialist",0.133538984263233,5,0,0.329309728183119,0.289073676680973,0,0,0.056787832792491
"434","1898","201",201,"Socialist",0.141900189795691,4,0,0.335231290238547,0.295523054594172,0,0,0.0202868226510906
"435","1903","201",201,"Socialist",0.0665256030469742,4,0,0.374975313866554,0.265933135844266,0,0,0.0756378223672779
"436","1907","201",201,"Socialist",0.0493178962484294,4,0,0.351395620175911,0.157399928199605,0,0,0.106362389550622
"437","1912","201",201,"Socialist",0.0294989854846262,5,0,0.416196570715066,0.227184552609869,1,0,0.12206909628168
"438","1912","206",206,"Socialist",0.230530962659447,4,0,0.26643252603595,0.290505109631472,0,0,0.116203762234825
"439","1890","207",207,"Socialist",0.0445759246638994,3,0,0.38203952667121,-0.337463602007311,0,0,0.179127068106321
"440","1893","207",207,"Socialist",0.0957674096315972,3,0,0.400190553181661,-0.304423143550064,0,0,0.122621478465894
"441","1893","207",207,"Socialist",0.288127948931446,6,0,0.456147654732168,-0.0414238134887594,0,0,0.0518118709187733
"442","1898","207",207,"Socialist",0.148403604405384,3,0,0.447658248970965,-0.29925464456558,0,0,0.0669891386876036
"443","1903","207",207,"Socialist",0.209286115795391,4,0,0.490207982012366,-0.280921866216976,0,0,0.027791444124875
"444","1907","207",207,"Socialist",0.0913621906756652,5,0,0.414455821891242,-0.201710495694671,0,0,0.135192295633659
"445","1912","207",207,"Socialist",0.190894431673929,4,0,0.465227982296634,-0.274333550622706,0,0,0.0446378145016354
"446","1893","208",208,"Socialist",0.125449255519425,4,0,0.464658565805237,-0.280457690521014,0,0,0.0548891139851512
"447","1907","208",208,"Socialist",0.227711738484398,5,0,0.456360229989017,-0.130467084436979,0,0,0.0729395040074884
"448","1912","208",208,"Socialist",0.247137879542061,4,0,0.492548238807718,-0.156896905103505,0,0,0.0219610860790054
"449","1893","209",209,"Socialist",0.173134617245718,5,0,0.437772186199555,-0.0471789412561696,0,0,0.159447287380497
"450","1898","209",209,"Socialist",0.0220325098089941,4,0,0.27374638899668,-0.0167723019876687,0,0,0.296351690620892
"451","1890","210",210,"Socialist",0.18270234014011,4,0,0.282195558205396,0.255626770010434,0,0,0.0497660330154548
"452","1893","210",210,"Socialist",0.175643605995975,5,0,0.281384241040584,0.224458529844693,0,0,0.0666491774922051
"453","1898","210",210,"Socialist",0.197637838732822,4,0,0.295601302500138,0.36312710414482,1,0,0.0612656442390844
"454","1903","210",210,"Socialist",0.0244564156614748,4,0,0.397685130967717,0.268610688214857,0,0,0.0676342596248498
"455","1907","210",210,"Socialist",0.0549747144724132,5,0,0.360659696573669,0.20732712085914,0,0,0.06791901121898
"456","1912","210",210,"Socialist",0.0679203476976394,5,0.142857142857143,0.48395023151436,0.368945828480527,0,0,0.0354231573414802
"457","1912","210",210,"Socialist",0.0615237600868294,6,0,0.433662875749139,0.236727856165353,1,0,0.0652949602759663
"458","1893","211",211,"Conservative",0.000843544663470086,4,0.25,0.432516426922394,0.301411827384124,0,0,0.094477915517718
"459","1903","211",211,"Socialist",0.155892874888204,4,0,0.282880353771241,0.180164960747292,0,0,0.169939362036929
"460","1903","211",211,"Socialist",0.0785733347256546,5,0,0.333321730655435,0.20460162205437,0,0,0.13615079461731
"461","1907","211",211,"Socialist",0.107932899749532,5,0,0.309170507882385,0.183873208309655,0,0,0.13006432836376
"462","1912","211",211,"Socialist",0.0204224796345174,5,0.125,0.355161740075938,0.148148472917635,1,0,0.114545665575579
"463","1890","212",212,"Liberal",0.129044138478101,5,0.2,0.4562864751544,0.199869681001756,1,1,0.0819375231848156
"464","1893","212",212,"Liberal",0.00137034849379797,5,0,0.336704075605434,0.193455404607206,1,0,0.202715873172859
"465","1898","212",212,"Liberal",0.0219993590589477,5,0.285714285714286,0.375214432484401,0.250098968838954,1,0,0.137055292924011
"466","1903","212",212,"Liberal",0.0888430720209925,5,0.428571428571429,0.402417881073989,0.0899208097090108,0,0,0.128420134277756
"467","1903","212",212,"Liberal",0.0283554881375327,6,0.166666666666667,0.338176786023179,-0.0204649182334704,1,0,0.180230437298808
"468","1907","212",212,"Liberal",0.0470823915069579,5,0.428571428571429,0.343289018393735,-0.0035137711977889,0,0,0.158063355136418
