"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","cathmarg","difcro2","rightmar2","diffvotensoc"
"469","1912","212",212,"Socialist",0.00227747371453263,6,0,0.307747011378367,-0.0213794469249604,0,0,0.275830163242571
"470","1907","213",213,"Conservative",0.0479267793438213,4,0.571428571428571,0.430405286858881,0.39668986490438,0,0,0.0286482777337163
"471","1912","213",213,"Liberal",0.212298260322784,7,0,0.240515615175016,0.313037099140641,1,1,0.229172499165349
"472","1890","219",219,"Liberal",0.0751850783578502,5,0.2,0.424574560138448,-0.342659359676954,1,1,0.139500581682439
"473","1893","219",219,"Liberal",0.254387230155296,5,0.2,0.491562094331458,0.0745228135968075,1,1,0.19758272822313
"474","1898","219",219,"Liberal",0.0422849040360561,5,0.285714285714286,0.309363447612296,0.113080467919178,1,1,0.365774731012633
"475","1903","219",219,"Liberal",0.019660215430423,5,0,0.251466853489798,0.100315264033628,1,1,0.419790407143517
"476","1907","219",219,"Liberal",0.0378592063250722,4,0,0.331686179109016,-0.293826972783944,1,1,0.245648561224141
"477","1912","219",219,"Conservative",0.27048752479382,5,0.166666666666667,0.455545116052476,-0.185057591258656,0,0,0.0873668006912166
"478","1893","222",222,"Liberal",0.0743824745724824,5,0,0.376383145188331,0.0122387392422041,0,0,0.231811337193532
"479","1898","222",222,"Liberal",0.0165100894991383,4,0,0.334259825448885,0.066707432319751,1,1,0.274980378272142
"480","1903","222",222,"Liberal",0.298444198256346,4,0,0.457540580896874,0.0328982226289678,1,1,0.128338449463211
"481","1912","222",222,"Liberal",0.0183505069994663,5,0,0.436676382445913,-0.418325875446447,0,1,0.12292277367223
"482","1898","229",229,"Liberal",0.0115741671020376,3,0.2,0.445846561909738,0.345938994494233,1,0,0.0977982572545034
"483","1907","229",229,"Liberal",0.0493994442275452,3,0,0.48995246078589,0.373446937510048,0,0,0.0240611446562871
"484","1912","229",229,"Liberal",0.0164078086252866,3,0.333333333333333,0.468144612458747,0.374228553316055,0,0,0.0597279910140258
"485","1890","23",23,"Conservative",0.0256241354324485,3,0.5,0.496344114353468,-0.47071997892102,0,0,0.0204008915219726
"486","1890","23",23,"Minority",0.202175303902751,5,0,0.498542688561882,-0.296367384659131,1,1,0.0346260669767934
"487","1893","23",23,"Conservative",0.0307353776263486,6,0.166666666666667,0.485732538330494,-0.441723452583759,0,0,0.0237051466415547
"488","1898","230",230,"Conservative",0.00810151993117297,4,0,0.439740464582736,0.343239174075136,0,0,0.115884514864138
"489","1907","230",230,"Liberal",0.0109011244259093,3,0.6,0.496990972918756,0.471018318112231,0,0,0.0151837798019682
"490","1912","230",230,"Liberal",0.0384331842532069,3,0,0.457757900427581,0.456209760652676,0,0,0.0326589370082294
"491","1890","237",237,"Socialist",0.0200963456766094,4,0,0.370979514378862,-0.134348693494234,1,0,0.15894630616783
"492","1893","237",237,"Socialist",0.125006982070044,3,0.2,0.45227056917835,-0.112048260068145,0,0,0.0993637139463313
"493","1898","237",237,"Socialist",0.142984014209592,6,0,0.429229573712256,-0.0484014209591474,1,1,0.105808572656775
"494","1903","237",237,"Socialist",0.180744699189795,5,0,0.438631270470609,-0.0365454232028961,1,0,0.180808766382542
"495","1907","237",237,"Liberal",0.0835607892068939,3,0.4,0.423691803790065,-0.109334789050924,0,0,0.10035296656887
"496","1912","237",237,"Socialist",0.022941490307665,4,0,0.412377734305531,-0.216503645740708,0,0,0.0834577488521311
"497","1907","238",238,"Socialist",0.237524805188519,5,0,0.488650113740864,-0.0133464014326509,0,0,0.147219659884076
"498","1890","24",24,"Minority",0.0823586156999879,4,0,0.428915953213554,-0.341492825274328,0,0,0.0769959063349953
"499","1893","24",24,"Minority",0.0290246149795972,4,0,0.456561800710807,-0.42753718573121,1,1,0.0656470065586854
"500","1898","241",241,"Liberal",0.019613075383589,4,0,0.491594396264176,0.456104069379586,0,0,0.039470467779573
"501","1893","242",242,"Socialist",0.0985567646831829,3,NA,NA,NA,NA,NA,NA
"502","1903","246",246,"Liberal",0.0209128541476265,3,0.333333333333333,0.487016827052309,0.426805010483307,0,0,0.0656909227142643
"503","1912","246",246,"Liberal",0.0610017633322213,3,0.5,0.420054329695468,0.387218224276796,1,1,0.111624418717523
"504","1890","25",25,"Minority",0.120279166460427,5,0,0.469682720388061,-0.347621640350443,0,0,0.0370157301482916
"505","1893","25",25,"Minority",0.18848141019147,4,0,0.489160166143248,-0.300678755951778,0,0,0.0263450348139235
"506","1903","25",25,"Minority",0.0106294131045478,4,0,0.474641257307721,-0.459418419254423,1,1,0.031140056593457
"507","1907","25",25,"Liberal",0.048135376302037,4,0.4,0.496498275800775,-0.446194319030182,0,0,0.0255143028155772
"508","1912","25",25,"Liberal",0.0474178067473677,5,0.285714285714286,0.481376692214025,-0.428765847718645,1,1,0.0579181325404917
"509","1890","251",251,"Liberal",0.18275467378863,4,0,0.439993217177498,0.00317944804781889,0,0,0.102239363389889
"510","1893","251",251,"Liberal",0.178530468690267,4,0,0.462688278920407,-0.0498126768101537,0,0,0.166243648551248
"511","1898","251",251,"Socialist",0.0951610065106458,4,0,0.422593700510294,-0.0963575576280134,0,0,0.119221806949256
"512","1903","251",251,"Socialist",0.232065083408661,4,0,0.453803380173665,0.030268167748651,0,0,0.517792385491401
"513","1907","251",251,"Socialist",0.119034125908587,3,0,0.456794382160897,-0.136478994702476,0,0,0.114985980408526
"514","1898","252",252,"Liberal",0.116657983233079,4,0.25,0.382986785392886,0.0845450670203192,0,0,0.142847225998489
"515","1903","252",252,"Liberal",0.154982817869416,3,0.25,0.469453990072547,0.102596410843834,0,0,0.138801197665185
"516","1907","252",252,"Liberal",0.196003486890632,3,0.6,0.489941661637497,0.0813719573526454,0,0,0.427028131182367
"517","1907","252",252,"Liberal",0.0177510398098634,4,0.4,0.329062685680333,-0.0487967914438502,1,1,0.183553195012936
"518","1912","252",252,"Liberal",0.0419706238346037,3,0.25,0.381170466812784,-0.339199842978181,0,0,0.567826365288589
"519","1893","253",253,"Liberal",0.0517963866181219,3,0,0.46025966888782,0.331936525382977,0,1,0.0794440707916358
"520","1898","253",253,"Liberal",0.0270132887952945,3,0.333333333333333,0.467068477234769,0.353060779899789,0,0,0.0409361844839333
"521","1903","253",253,"Liberal",0.000111800547822671,3,0.333333333333333,0.459779752920789,0.381575269718822,0,0,0.0469617611655651
"522","1907","253",253,"Liberal",0.0268463332469551,3,0.333333333333333,0.471728427053641,0.364705882352941,0,0,0.0207800071594967
"523","1912","253",253,"Liberal",0.0942979073474214,4,0,0.323667026582344,0.27934598179855,1,1,0.164089589791636
"524","1893","254",254,"Liberal",0.0589699780327069,4,0.4,0.46394923114474,0.314913351232609,0,0,0.0562807144406557
"525","1898","254",254,"Liberal",0.00651678071032907,4,0.25,0.42447516641065,0.297630684727459,0,0,0.079417204542282
"526","1903","254",254,"Liberal",0.0214981166939094,4,0.25,0.38611328263805,0.218463506502736,0,0,0.151369774394585
"527","1907","254",254,"Liberal",0.00796904207523036,3,0.333333333333333,0.400878890237104,0.221263896632014,0,0,0.0656374068592812
"528","1912","254",254,"Liberal",0.0234212139791539,4,0.25,0.335928877988964,0.0968117719190681,0,0,0.230558299158066
"529","1898","255",255,"Liberal",0.204233448299182,4,0,0.450869006559816,-0.0050720227226618,0,0,0.0785111439238815
"530","1903","255",255,"Conservative",0.0122179352274056,4,0,0.306149888927862,-0.000116918040453662,0,0,0.259832349886551
"531","1890","256",256,"Liberal",0.118218093026026,3,0,0.49740932642487,-0.379191233398845,0,0,0.0113097983183335
"532","1893","256",256,"Liberal",0.25365951473832,4,0,0.498696611189092,-0.117154601965109,0,0,0.0360018606062242
"533","1898","256",256,"Conservative",0.057060215619248,5,0,0.319642387588746,-0.112437549303182,1,0,0.195947970447011
"534","1903","256",256,"Liberal",0.0398821218074656,4,0.4,0.315284872298625,-0.108487229862475,0,0,0.212139721668893
"535","1907","256",256,"Liberal",0.000391175089970219,4,0.4,0.295611015490534,-0.147160068846816,1,1,0.255602476899429
"536","1907","256",256,"Conservative",0.121929026387625,6,0.166666666666667,0.399599636032757,-0.11705186533212,0,0,0.113804582199769
"537","1912","256",256,"Socialist",0.0518918918918919,3,0,0.381959459459459,-0.330067567567568,1,1,0.178658466076242
"538","1898","257",257,"Liberal",0.0492103862305554,5,0,0.36026497900278,0.284911575087242,1,1,0.116503474424285
"539","1893","26",26,"Minority",0.159958204615664,5,0,0.498637107032528,-0.338678902416864,0,0,0.0432258039373383
"540","1898","26",26,"Minority",0.00549617163217347,4,0,0.49294973845804,-0.485672049124403,0,0,0.0116653120360423
"541","1903","26",26,"Minority",0.0191451313159648,4,0,0.489217714506119,-0.466951856656966,0,0,0.00993477040811275
"542","1890","262",262,"Liberal",0.146338692268363,3,0,0.472021814463444,-0.32568312219508,0,0,0.0283283606241
"543","1893","262",262,"Liberal",0.185632217257587,3,0,0.471943364475135,-0.286311147217548,0,1,0.12590431764407
"544","1898","262",262,"Liberal",0.0909090909090909,3,0.2,0.450393356643357,-0.359484265734266,0,0,0.0980765347682919
"545","1903","262",262,"Socialist",0.136693814659916,4,0,0.470085846357033,-0.32260620735197,0,0,0.0337312526477235
"546","1905","262",262,"Socialist",0.00354861603974449,3,0,0.431428213584937,-0.427879597545193,0,0,0.137284006171739
"547","1890","263",263,"Liberal",0.0601874691662556,3,0,0.488054126435972,-0.427866657269716,0,0,0.0458601458202697
"548","1893","263",263,"Liberal",0.217190458159788,3,0,0.496478606588413,-0.279288148428626,0,0,0.00864105412046268
"549","1898","263",263,"Liberal",0.170099923136049,3,0.4,0.493774019984627,-0.323674096848578,0,0,0.108637206051344
"550","1903","263",263,"Socialist",0.114106988783434,4,0,0.395312050618349,-0.281205061834915,0,0,0.13148082105952
"551","1903","263",263,"Socialist",0.117569207014448,4,0,0.445461563913091,-0.279089004080732,0,0,0.078297897819457
"552","1907","263",263,"Socialist",0.0166987797045601,4,0,0.379759610973484,-0.319983484723369,0,0,0.196755008909557
"553","1912","263",263,"Socialist",0.216568047337278,3,0,0.480078895463511,-0.263510848126233,0,0,0.136778413570999
"554","1890","264",264,"Conservative",0.194778284293411,6,0.166666666666667,0.236930909952045,0.19992895624889,1,1,0.255944336457417
"555","1893","264",264,"Liberal",0.147429738169589,4,0,0.28561133797742,0.242493394186884,0,1,0.200177213754512
"556","1898","264",264,"Liberal",0.051577896968941,4,0.333333333333333,0.377011350879381,0.124111263564925,0,0,0.115037961252118
"557","1903","264",264,"Liberal",0.137405067330398,5,0.166666666666667,0.251834833109962,0.164592507498883,0,0,0.271433926631743
"558","1903","264",264,"Liberal",0.166326288292567,4,0.2,0.270387081453337,0.279696034196153,0,0,0.249304243719628
"559","1907","264",264,"Liberal",0.135638950208487,4,0.25,0.286239882266372,0.235957812116753,1,1,0.222308809823133
"560","1890","265",265,"Socialist",0.161857501684739,4,0,0.289530110886479,0.228450652453593,0,0,0.0788092928636894
"561","1893","265",265,"Liberal",0.151734397187099,4,0.4,0.301778348772737,0.226722564067888,0,0,0.0913453788906881
"562","1898","265",265,"Socialist",0.247520043484169,4,0,0.22360375050958,0.320899578747112,0,0,0.0901940225870193
"563","1912","265",265,"Socialist",0.178701298701299,4,0,0.288701298701299,0.290735930735931,0,0,0.172009588045091
"564","1890","268",268,"Socialist",0.0227975472983596,5,0,0.304543787013259,-0.266023793302238,0,0,0.255093883145134
"565","1893","268",268,"Socialist",0.0845760875174157,7,0,0.360338510759069,-0.266061200268332,1,0,0.145288895697639
"566","1898","268",268,"Socialist",0.204736578935406,5,0,0.456611664166553,-0.251875085231147,1,0,0.113566502626
"567","1903","268",268,"Socialist",0.211173311143052,5,0,0.455064679627808,-0.192790680081701,0,0,0.0756921751970983
"568","1907","268",268,"Socialist",0.0965041082195632,4,0,0.441813240026243,-0.298041175919273,0,0,0.0576967440482398
"569","1890","269",269,"Liberal",0.0859956575682382,4,0,0.461616004962779,-0.375620347394541,1,1,0.06129088562749
"570","1893","269",269,"Liberal",0.212360340651613,4,0,0.432533791702477,-0.220173451050863,0,0,0.142359313588811
"571","1898","269",269,"Conservative",0.182022666320616,4,0.2,0.438446232373043,-0.256423566052427,0,0,0.0870232987713973
"572","1898","269",269,"Conservative",0.0835322195704057,5,0,0.331248456917126,-0.244671220475681,0,0,0.247842736087246
"573","1903","269",269,"Conservative",0.0717523185272994,5,0,0.369709225298096,-0.227529460985984,1,0,0.205547080129918
"574","1907","269",269,"Conservative",0.0670212765957447,4,0.285714285714286,0.394734042553191,-0.32563829787234,0,0,0.129213864023065
"575","1912","269",269,"Conservative",0.0034852005253056,3,0.333333333333333,0.339630265683402,-0.336145065158097,0,0,0.186027161466562
"576","1893","27",27,"Minority",0.00151220565996979,2,0,0.498163750270037,-0.496651544610067,0,0,0.00965172818974219
"577","1903","27",27,"Minority",0.00462281992015129,3,0,0.496672970512012,-0.492050150591861,0,0,0.00741477986269812
"578","1912","27",27,"Minority",0.0105609011969022,3,0,0.497946491433936,-0.487385590237034,0,0,-0.00229381682116436
"579","1890","271",271,"Conservative",0.278589333563834,5,0.2,0.464171492782436,-0.0328463998616994,0,0,0.328811262894532
"580","1893","272",272,"Liberal",0.0435737565537764,6,0,0.305016295876435,-0.223253507156015,0,0,0.287828042336891
"581","1912","272",272,"Conservative",0.0428931875525652,4,0.333333333333333,0.376944911690496,-0.334051724137931,0,0,0.200773764432435
"582","1893","274",274,"Liberal",0.159115460379996,4,0,0.279977123975345,0.213255385397471,0,1,0.178702924300079
"583","1893","275",275,"Liberal",0.161457392351701,5,0.166666666666667,0.29810298102981,0.309364649202048,0,1,0.177306855035763
"584","1898","276",276,"Liberal",0.21804311774461,4,0,0.279004975124378,0.322918739635157,0,0,0.11515649298779
"585","1893","277",277,"Liberal",0.241133292172601,6,0,0.248336420388283,0.367771146326405,0,0,0.0862196559652257
"586","1898","277",277,"Liberal",0.0418595290802978,5,0,0.323606359428456,0.181592540417254,0,0,0.162186297766648
"587","1903","277",277,"Liberal",0.260179977502812,4,0,0.193982002249719,0.272215973003375,0,0,0.202888635256098
"588","1912","277",277,"Socialist",0.225592504985854,4,0,0.260563053661704,0.259774593015166,0,0,0.188463397477164
"589","1890","278",278,"Socialist",0.107160813043166,5,0,0.331465919701214,0.25605113840408,1,1,0.126518132639821
"590","1893","278",278,"Socialist",0.110976430976431,6,0,0.273198653198653,0.233198653198653,1,1,0.128537676704028
"591","1898","278",278,"Socialist",0.100725650755609,4,0,0.250649091272219,0.142134345249983,1,1,0.163613293050046
"592","1903","278",278,"Socialist",0.179026496774537,3,0,0.285600042650744,0.218265180999094,1,1,0.177665045854268
"593","1907","278",278,"Liberal",0.182538959263647,3,0.6,0.274127403627085,0.190558643944227,0,0,0.0732501617980429
"594","1912","278",278,"Socialist",0.0926109649311996,3,0,0.311693913643618,0.124660311435103,0,0,0.221408620869354
"595","1890","279",279,"Liberal",0.213805506787137,3,0,0.283389714383591,0.28009249346979,0,0,0.0483869968197644
"596","1898","284",284,"Liberal",0.0465019288916693,4,0,0.440569283703472,0.450265874257116,0,0,0.0261718853359333
"597","1907","284",284,"Liberal",0.0558478348846621,3,0.5,0.430311614730878,0.405261027923917,0,0,0.0071808116535787
"598","1912","284",284,"Liberal",0.0486332574031891,3,0.333333333333333,0.401860288534548,0.305922551252847,1,1,0.12601651693423
"599","1912","284",284,"Liberal",0.0579083518107908,3,0.333333333333333,0.403843311160384,0.330450849963045,1,1,0.107932051158456
"600","1890","285",285,"Liberal",0.147349018757454,3,0.25,0.43944486609563,-0.292095847338176,1,1,0.213297078242076
"601","1893","285",285,"Liberal",0.0817535545023697,3,0.4,0.394343704924789,-0.312590150422419,0,0,0.148584561687688
"602","1898","285",285,"Socialist",0.103302154927394,3,0,0.403803421011834,-0.30050126608444,0,0,0.103921004875431
"603","1907","285",285,"Liberal",0.0164314556430656,4,0.571428571428571,0.445208491584376,-0.395314436493024,1,1,0.105250224011954
"604","1890","286",286,"Liberal",0.127995813710099,3,0.333333333333333,0.471899529042386,-0.343903715332287,0,0,0.0744143626888422
"605","1893","286",286,"Conservative",0.100608329433786,4,0,0.369560131024801,-0.268951801591015,0,0,0.190663958611053
"606","1898","286",286,"Conservative",0.0621657754010695,4,0.5,0.411278561011181,-0.343643655809431,0,0,0.0864326975394539
"607","1912","286",286,"Socialist",0.260745440126883,4,0,0.488342585249802,-0.227597145122918,0,0,0.0253601703592933
"608","1903","287",287,"Conservative",0.0612063492063492,4,0.4,0.450243386243386,-0.315301587301587,1,1,0.124591345985686
"609","1912","287",287,"Conservative",0.0593085756169069,3,0.4,0.407830442218422,-0.348521866601515,0,0,0.120303363799213
"610","1912","287",287,"Conservative",0.032,3,0.5,0.412,-0.38,1,0,0.112
"611","1893","288",288,"Socialist",0.0941993487594732,4,0,0.415526035213094,-0.321326686453621,0,0,0.145401288116318
"612","1898","288",288,"Socialist",0.206703467948549,5,0,0.477906024669185,-0.267161459021156,0,0,0.0537813591029598
"613","1893","289",289,"Socialist",0.034353703496816,4,0,0.419925148028153,-0.385571444531337,0,0,0.129020197948127
"614","1898","289",289,"Socialist",0.214171093404161,5,0,0.473467242142541,-0.247039619300575,0,0,0.0343515177116812
"615","1907","289",289,"Socialist",0.0178587678587678,4,0,0.441077441077441,-0.40981890981891,0,0,0.0992989077250854
"616","1912","289",289,"Liberal",0.00173460537727665,3,0.25,0.489497175977831,-0.473441499375965,0,0,0.0148157872101172
"617","1893","29",29,"Conservative",0.149131837210898,5,0.166666666666667,0.389746757257566,-0.110699334294146,0,0,0.179810450902357
"618","1903","29",29,"Conservative",0.0839687380861609,6,0,0.331490659550133,-0.110512771635532,0,0,0.302623116616954
"619","1907","29",29,"Conservative",0.19710889537162,5,0.2,0.444202551486916,-0.120085339835416,0,0,0.212741387355457
"620","1912","29",29,"Conservative",0.111006469576611,6,0.142857142857143,0.330890180984358,-0.0297682417492425,0,0,0.340281988304363
"621","1893","290",290,"Socialist",0.119492388921481,3,0,0.483218575354309,-0.363726186432828,0,0,0.0165174330934209
"622","1893","291",291,"Socialist",0.0317502432121695,4,0,0.371893517290174,-0.340143274078005,0,0,0.226089901934563
"623","1898","291",291,"Socialist",0.162210490463215,4,0,0.439884196185286,-0.275587534059946,0,0,0.0817710441776188
"624","1907","291",291,"Socialist",0.229148096268942,5,0,0.451228829746594,-0.218069527569082,0,0,0.0917768709362354
"625","1890","292",292,"Conservative",0.109046692607004,3,0.333333333333333,0.457733463035019,-0.348686770428016,0,0,0.0461121529627431
"626","1893","292",292,"Socialist",0.00879288922871069,4,0,0.381773869827009,-0.372980980598299,0,0,0.176908199665506
"627","1899","292",292,"Socialist",0.036367397600331,3,0,0.478733967728589,-0.442366570128258,0,0,0.0326196266157455
"628","1893","293",293,"Conservative",0.0330852727876002,4,0,0.397734275015405,-0.364649002227805,0,0,0.170808156013327
"629","1903","293",293,"Socialist",0.169424814384113,4,0,0.485195455765274,-0.314384113069148,0,0,0.0316393405140393
"630","1912","293",293,"Socialist",0.172677096734033,3,0,0.459476283354774,-0.286799186620741,1,0,0.0365879801579208
"631","1893","294",294,"Conservative",0.0739885553659271,4,0.4,0.466419034233511,-0.392430478867584,0,0,0.07694996302949
"632","1898","294",294,"Socialist",0.18016318445503,3,0,0.460217893694289,-0.280054709239259,0,0,0.0651587914762111
"633","1907","294",294,"Socialist",0.215415385755028,4,0,0.472610096670247,-0.257194710915219,0,0,0.0554575733286544
"634","1903","295",295,"Socialist",0.0104484880683579,3,0,0.445388940541019,-0.434940452472661,0,0,0.0540773048153154
"635","1907","295",295,"Conservative",0.00648539778449142,3,0.5,0.390654582074522,-0.38416918429003,1,1,0.183316318562778
"636","1912","295",295,"Socialist",0.03348588863463,3,0,0.427803203661327,-0.394317315026697,0,0,0.0732871038805932
"637","1890","296",296,"Liberal",0.0804348499396042,5,0.2,0.480626877690711,-0.400192027751107,1,1,0.0604202102894621
"638","1893","296",296,"Socialist",0.0314304461942257,4,0,0.386614173228346,-0.355183727034121,0,0,0.142563761671135
"639","1898","296",296,"Liberal",0.00444978563076526,5,0.166666666666667,0.385734701831883,-0.381284916201117,1,1,0.152731693344428
"640","1903","296",296,"Socialist",0.0409184234117001,4,0,0.466730285416847,-0.418524623348081,0,0,0.0775047569664956
"641","1912","296",296,"Liberal",0.0168286263791882,4,0.142857142857143,0.46031987043223,-0.440834092519486,0,0,0.0694646980907011
"642","1903","297",297,"Socialist",0.0711267292380233,3,0,0.462746319113918,-0.391619589875895,0,0,0.0749172283307188
"643","1907","297",297,"Conservative",0.039268761523675,3,0.333333333333333,0.42414969989408,-0.384880938370405,0,1,0.139870384838385
"644","1912","297",297,"Socialist",0.16140711944508,3,0,0.440811037426633,-0.279403917981553,0,0,0.0500148227662301
"645","1890","3",3,"Socialist",0.224730283848879,4,0,0.492455909869023,-0.255543612404952,0,0,0.0170256118279557
"646","1893","3",3,"Socialist",0.151254273592289,3,0,0.451785640729909,-0.30053136713762,0,0,0.100634561969952
"647","1903","3",3,"Socialist",0.122947944436649,4,0,0.492563490949909,-0.348884523642486,0,0,0.0211243093911236
"648","1890","30",30,"Conservative",0.0663063812097277,3,0,0.479526086052796,0.316877987944294,0,0,0.0449195700722498
"649","1893","30",30,"Conservative",0.0800829465784537,4,0,0.434580823541029,0.194825713439321,0,0,0.107711589984792
"650","1898","30",30,"Conservative",0.00164394159172226,5,0,0.367856106759501,0.118460497050575,0,0,0.155939223593206
"651","1903","30",30,"Conservative",0.072742022714981,6,0,0.267622138092663,0.126735172165134,0,0,0.298105561437854
"652","1907","30",30,"Conservative",0.133730758964321,4,0,0.429486609128926,0.055076074383842,0,0,0.153112019422147
"653","1898","304",304,"Socialist",0.150471988508106,3,0,0.46167658526575,-0.311204596757644,0,0,0.0355615192017371
"654","1903","304",304,"Socialist",0.207035029998065,3,0,0.497242113412038,-0.290207083413973,0,0,0.0221532212823715
"655","1890","305",305,"Liberal",0.179841449603624,3,0.333333333333333,0.488391845979615,-0.308550396375991,0,0,0.0340592353798084
"656","1893","305",305,"Socialist",0.0851478532048783,4,0,0.385253661524754,-0.300105808319875,0,0,0.168048888164064
"657","1907","305",305,"Socialist",0.118226239024211,3,0,0.434622873727911,-0.3163966347037,0,0,0.106467618498212
"658","1890","307",307,"Conservative",0.114955160893265,3,0.333333333333333,0.478723404255319,-0.363768243362054,0,0,0.0684064411164241
"659","1893","307",307,"Conservative",0.0540427314620863,3,0.5,0.44268956849602,-0.388646837033934,0,0,0.0684206529076714
"660","1893","307",307,"Socialist",0.189993697580841,4,0,0.480874581858729,-0.290880884277888,0,0,0.0541254181412712
"661","1898","307",307,"Conservative",0.0754825462012321,3,0.25,0.47564681724846,-0.400164271047228,0,0,0.0309690396373238
"662","1907","307",307,"Socialist",0.0539289289289289,5,0,0.380305305305305,-0.324074074074074,0,0,0.230656127613918
"663","1912","307",307,"Socialist",0.209660507491204,3,0,0.485984574877088,-0.276324067385884,0,0,0.0393961357828101
"664","1890","308",308,"Liberal",0.0734849293619444,4,0.25,0.445215472758977,-0.35500515995872,0,0,0.101138711320459
"665","1893","308",308,"Socialist",0.0706229009568469,5,0,0.422660160953045,-0.327704201254673,1,1,0.0760986052605715
"666","1890","309",309,"Liberal",0.119707064588954,4,0.25,0.463135289906943,-0.331479544077969,0,0,0.0704639592718458
"667","1893","309",309,"Liberal",0.0498592096320031,4,0,0.401058355180115,-0.342897368676571,0,0,0.208679946211071
"668","1898","309",309,"Liberal",0.116510115606936,4,0.333333333333333,0.443415823699422,-0.307261560693642,0,0,0.139995476792788
"669","1903","309",309,"Liberal",0.0524941891650277,4,0.333333333333333,0.464902556767388,-0.390666905059896,0,0,0.0793975022993576
"670","1890","31",31,"Liberal",0.129965316405994,4,0,0.436751521497284,-0.292192919311563,1,0,0.178643695923982
"671","1893","31",31,"Liberal",0.0784352142110762,7,0,0.344174503657262,-0.249477533960293,1,0,0.222567033323325
"672","1898","31",31,"Liberal",0.15882444896045,5,0.125,0.442942004064405,-0.2623104580272,1,1,0.230227552775672
"673","1903","31",31,"Socialist",0.0813304388277252,5,0,0.412079392153822,-0.309195224065747,0,0,0.0999323871394201
"674","1907","31",31,"Liberal",0.0775633749527053,6,0.2,0.459099508134695,-0.361029133560348,1,1,0.174496085885761
"675","1912","31",31,"Liberal",0.0222202391575942,6,0,0.415580938782795,-0.378279493128681,0,0,0.0791512435987898
"676","1912","31",31,"Liberal",0.122,4,0,0.486,-0.364,0,0,0.053
"677","1890","310",310,"Conservative",0.0836080178173719,4,0.25,0.46195991091314,-0.32815144766147,0,0,0.0674014439124055
"678","1893","310",310,"Liberal",0.118560991399242,4,0.25,0.389484879311939,-0.165633959123278,0,0,0.193245145697933
"679","1898","310",310,"Conservative",0.047876631079478,4,0.4,0.33300118623962,-0.147900355871886,0,0,0.235432898459833
"680","1903","310",310,"Socialist",0.0519581233036061,5,0,0.30306320279178,-0.103412175261729,1,1,0.221771419923771
"681","1907","310",310,"Conservative",0.0590166065451237,3,0,0.374670956420006,-0.315654349874882,0,0,0.145097255500524
"682","1912","310",310,"Socialist",0.0486002767066027,3,0,0.365870889876659,-0.317270613170057,1,1,0.186537816069976
"683","1890","311",311,"Conservative",0.00592456059508917,4,0.25,0.477980383121585,-0.466657889539859,0,0,0.029846178100122
"684","1893","311",311,"Liberal",0.109930576516752,4,0,0.497132508300634,-0.383519468759433,1,1,0.0933493125684172
"685","1898","311",311,"Liberal",0.028387683513057,4,0,0.42562037157334,-0.387423671560348,0,0,0.155532104160779
"686","1903","311",311,"Conservative",0.0373957178694359,4,0,0.360539058397993,-0.312350504638002,1,0,0.142501178476115
"687","1907","311",311,"Conservative",0.0384152404877793,4,0.4,0.364526089914691,-0.322394933793897,0,0,0.136560419746436
"688","1912","311",311,"Socialist",0.107131257829536,3,0,0.415997772931842,-0.308866515102306,0,0,0.125715996003269
"689","1890","312",312,"Liberal",0.0852125006632355,4,0.25,0.482039581896323,-0.384039900249377,0,0,0.03964901357534
"690","1893","312",312,"Liberal",0.107549372507053,4,0,0.460112851444693,-0.34726140675163,1,1,0.158315100316592
"691","1898","312",312,"Liberal",0.0545186640471513,4,0.4,0.361493123772102,-0.284970530451866,0,0,0.219422475323602
"692","1898","312",312,"Socialist",0.0920662960461371,4,0,0.409778147243726,-0.306021717670286,1,1,0.100237261076767
"693","1903","312",312,"Socialist",0.233802349230067,5,0,0.422031295397003,-0.16054455651019,0,0,0.0872563057602779
"694","1912","312",312,"Socialist",0.178606949212358,4,0,0.496422727710225,-0.297186306907504,0,0,0.000904125266688816
"695","1898","313",313,"Liberal",0.133097136108651,4,0,0.405019191024505,-0.105757307351639,0,0,0.254093436961843
"696","1903","313",313,"Liberal",0.0403890453033017,5,0,0.313642180701305,-0.107294599436908,0,1,0.346016163582532
"697","1912","313",313,"Liberal",0.195134785072452,4,0.25,0.487938152675463,-0.143770743948838,1,1,0.146687293222277
"698","1903","314",314,"Conservative",0.104856960482795,4,0.4,0.451343352869495,-0.321998491266756,0,0,0.0591584909656826
"699","1907","314",314,"Liberal",0.0428124834419542,4,0,0.418269485508398,-0.352885073915117,0,0,0.113171114696708
"700","1912","314",314,"Liberal",0.0680758162151434,4,0.2,0.37838642453111,-0.308921305944229,1,1,0.23807439085855
"701","1893","315",315,"Liberal",0.136772301217879,4,0,0.426449021233182,-0.0756232863610279,0,0,0.20997130929379
"702","1898","315",315,"Conservative",0.0558260305095748,4,0.4,0.392145407335281,-0.117818889970789,0,0,0.18226972457114
"703","1903","315",315,"Liberal",0.0818535914766869,5,0,0.30782449306908,-0.0302440142055218,1,1,0.306511124289512
"704","1907","315",315,"Liberal",0.105085088117962,4,0,0.431045801141241,0.11366964601323,1,1,0.16637348990538
"705","1912","315",315,"Liberal",0.0290327216978872,3,0.25,0.365496095434293,-0.336463373736406,1,1,0.264142588377373
