"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","libmarg","difcro2","rightmar2","diffvotensoc"
"477","1912","219",219,"Conservative",0.27048752479382,5,0.166666666666667,0.455545116052476,0.0294741970282215,0,0,0.0873668006912166
"478","1893","222",222,"Catholic",0.0743824745724824,5,0,0.302000670615849,0.35788532468984,0,0,0.0876742815830039
"479","1898","222",222,"Catholic",0.0165100894991383,4,0,0.350769914948024,0.0501973428206126,0,0,0.0367157933983019
"480","1903","222",222,"Catholic",0.298444198256346,4,0,0.159096382640528,0.306921631905978,0,0,0.250035177726617
"481","1912","222",222,"Conservative",0.0183505069994663,5,0.2,0.418325875446447,0.373414343774375,0,0,0.018666984014767
"482","1898","229",229,"Catholic",0.0115741671020376,3,0,0.4342723948077,0.417313024956798,0,0,0.019473130301872
"483","1907","229",229,"Catholic",0.0493994442275452,3,0,0.440553016558345,0.422846381737593,0,0,0.0406261217636509
"484","1912","229",229,"Catholic",0.0164078086252866,3,0,0.451736803833461,0.390636361941342,0,0,0.0179733063283682
"485","1890","23",23,"Conservative",0.0256241354324485,3,0.5,0.496344114353468,-0.47071997892102,0,0,0.0204008915219726
"486","1890","23",23,"Minority",0.202175303902751,5,0,0.498542688561882,-0.243335465984218,1,1,0.0346260669767934
"487","1893","23",23,"Conservative",0.0307353776263486,6,0.166666666666667,0.485732538330494,-0.440445769449177,0,0,0.0237051466415547
"488","1898","230",230,"Catholic",0.00810151993117297,4,0,0.447841984513909,-0.335137654143963,0,0,0.107782994932965
"489","1907","230",230,"Catholic",0.0109011244259093,3,0,0.486089848492847,0.481919442538141,1,1,0.000743671876701768
"490","1912","230",230,"Catholic",0.0384331842532069,3,0,0.496191084680788,0.417776576399469,0,0,0.0104749390902765
"491","1890","237",237,"Socialist",0.0200963456766094,4,0,0.370979514378862,0.134348693494234,0,0,0.15894630616783
"492","1893","237",237,"Socialist",0.125006982070044,3,0.2,0.45227056917835,0.112048260068145,0,0,0.0993637139463313
"493","1898","237",237,"Socialist",0.142984014209592,6,0,0.429229573712256,0.0484014209591474,0,0,0.0324827744086824
"494","1903","237",237,"Socialist",0.180744699189795,5,0,0.438631270470609,0.0365454232028961,0,0,0.180808766382542
"495","1907","237",237,"Socialist",0.0835607892068939,3,0,0.340131014583171,0.192895578257818,0,0,0.128915685532615
"496","1912","237",237,"Socialist",0.022941490307665,4,0,0.412377734305531,0.216503645740708,0,0,0.0701165533041102
"497","1907","238",238,"Socialist",0.237524805188519,5,0,0.488650113740864,0.0133464014326509,0,0,0.147219659884076
"498","1890","24",24,"Minority",0.0823586156999879,4,0,0.428915953213554,-0.129205353912939,0,0,0.0769959063349953
"499","1893","24",24,"Minority",0.0290246149795972,4,0,0.456561800710807,-0.32960379097012,0,0,0.0656470065586854
"500","1898","241",241,"Catholic",0.019613075383589,4,0,0.471981320880587,0.475717144763175,0,0,-0.00304618492433611
"501","1893","242",242,"Catholic",0.0985567646831829,3,0,0.494095855522112,-0.388207146716061,0,0,0.0254083114363589
"502","1903","246",246,"Catholic",0.0209128541476265,3,0,0.466103972904683,0.447717864630934,0,0,-0.021939640505056
"503","1912","246",246,"Catholic",0.0610017633322213,3,0,0.481056093027689,0.326216460944574,0,0,-0.0155607414283935
"504","1890","25",25,"Minority",0.120279166460427,5,0,0.469682720388061,0.341434440429639,0,0,0.0370157301482916
"505","1893","25",25,"Minority",0.18848141019147,4,0,0.489160166143248,-0.113919562354371,0,0,0.0263450348139235
"506","1903","25",25,"Minority",0.0106294131045478,4,0,0.474641257307721,0.410826816490775,1,1,0.0163800461833742
"507","1907","25",25,"Minority",0.048135376302037,4,0,0.448362899498738,0.445874364534822,0,0,0.0276920528922532
"508","1912","25",25,"Minority",0.0474178067473677,5,0,0.433958885466657,0.429911897428551,0,0,0.0232518633889182
"509","1890","251",251,"Catholic",0.18275467378863,4,0,0.257238543388868,0.185934121836449,0,0,0.192291312755149
"510","1893","251",251,"Socialist",0.178530468690267,4,0,0.28415781023014,0.228343145500421,0,0,0.0746898537748012
"511","1898","251",251,"Socialist",0.0951610065106458,4,0,0.422593700510294,0.0963575576280134,0,0,0.119221806949256
"512","1903","251",251,"Socialist",0.232065083408661,4,0,0.453803380173665,-0.030268167748651,0,0,0.517792385491401
"513","1907","251",251,"Socialist",0.119034125908587,3,0,0.456794382160897,0.136478994702476,0,0,0.114985980408526
"514","1898","252",252,"Catholic",0.116657983233079,4,0,0.266328802159807,0.217117415810164,1,1,0.203077218995604
"515","1903","252",252,"Catholic",0.154982817869416,3,0,0.314471172203131,0.257579228713249,1,0,0.0585563576428375
"516","1907","252",252,"Catholic",0.196003486890632,3,0,0.293938174746865,0.277375444243278,0,0,-0.282023998986414
"517","1907","252",252,"Socialist",0.0177510398098634,4,0,0.311311645870469,0.0665478312537136,0,0,0.201304234822799
"518","1912","252",252,"Conservative",0.0419706238346037,3,0.25,0.339199842978181,0.10500834178416,0,0,-0.330118533580081
"519","1893","253",253,"Catholic",0.0517963866181219,3,0,0.408463282269698,0.408257195850793,0,0,0.0498902874243278
"520","1898","253",253,"Catholic",0.0270132887952945,3,0,0.440055188439474,0.380074068695084,1,1,0.0493639368748851
"521","1903","253",253,"Catholic",0.000111800547822671,3,0,0.459667952372967,0.381687070266644,0,0,0.0303902817175847
"522","1907","253",253,"Catholic",0.0268463332469551,3,0,0.444882093806686,0.391552215599896,1,1,0.0607737902973032
"523","1912","253",253,"Catholic",0.0942979073474214,4,0,0.417964933929765,0.185048074451129,1,0,0.0850773613954885
"524","1893","254",254,"Catholic",0.0589699780327069,4,0,0.404979253112033,0.373883329265316,1,1,0.0723772503108209
"525","1898","254",254,"Catholic",0.00651678071032907,4,0,0.430991947120979,0.29111390401713,1,1,0.062041706917106
"526","1903","254",254,"Catholic",0.0214981166939094,4,0,0.407611399331959,0.196965389808827,1,0,0.0453132174963172
"527","1907","254",254,"Catholic",0.00796904207523036,3,0,0.408847932312334,0.213294854556784,1,1,0.119457550882278
"528","1912","254",254,"Catholic",0.0234212139791539,4,0,0.359350091968118,0.0733905579399142,0,0,0.0675611671964955
"529","1898","255",255,"Conservative",0.204233448299182,4,0,0.246635558260634,0.209305471021843,1,1,0.22189423990012
"530","1903","255",255,"Conservative",0.0122179352274056,4,0,0.306149888927862,0.000116918040453662,1,1,0.259832349886551
"531","1890","256",256,"Catholic",0.118218093026026,3,NA,NA,NA,NA,NA,NA
"532","1893","256",256,"Catholic",0.25365951473832,4,NA,NA,NA,NA,NA,NA
"533","1898","256",256,"Conservative",0.057060215619248,5,0,0.319642387588746,-0.0407047068104129,0,0,0.195947970447011
"534","1903","256",256,"Socialist",0.0398821218074656,4,0,0.275402750491159,0.075049115913556,0,0,0.177915114938075
"535","1907","256",256,"Socialist",0.000391175089970219,4,0,0.295219840400563,0.03763104365514,0,0,0.140220536216284
"536","1907","256",256,"Conservative",0.121929026387625,6,0.166666666666667,0.399599636032757,-0.129463148316652,0,0,0.113804582199769
"537","1912","256",256,"Socialist",0.0518918918918919,3,0,0.381959459459459,-0.04625,0,0,0.178658466076242
"538","1898","257",257,"Catholic",0.0492103862305554,5,0,0.409475365233335,0.260602117466138,0,0,0.110900293817631
"539","1893","26",26,"Minority",0.159958204615664,5,0,0.498637107032528,-0.269125931310194,0,0,0.0432258039373383
"540","1898","26",26,"Minority",0.00549617163217347,4,0,0.49294973845804,0.470965051929346,0,0,-0.0120433787374764
"541","1903","26",26,"Minority",0.0191451313159648,4,0,0.489217714506119,0.43507836880676,0,0,0.00993477040811275
"542","1890","262",262,"Catholic",0.146338692268363,3,NA,NA,NA,NA,NA,NA
"543","1893","262",262,"Socialist",0.185632217257587,3,0,0.286311147217548,NA,0,0,0.112309161833225
"544","1898","262",262,"Socialist",0.0909090909090909,3,0,0.359484265734266,NA,0,0,0.0894298507514203
"545","1903","262",262,"Socialist",0.136693814659916,4,0,0.470085846357033,0.32260620735197,0,0,0.0213406694909227
"546","1905","262",262,"Socialist",0.00354861603974449,3,0,0.431428213584937,0.290485534171085,0,0,-0.00362195449854952
"547","1890","263",263,"Catholic",0.0601874691662556,3,NA,NA,NA,NA,NA,NA
"548","1893","263",263,"Catholic",0.217190458159788,3,NA,NA,NA,NA,NA,NA
"549","1898","263",263,"Socialist",0.170099923136049,3,0,0.323674096848578,NA,0,0,0.0712135769112217
"550","1903","263",263,"Socialist",0.114106988783434,4,0,0.395312050618349,0.0449381650848433,0,0,0.0747502297047685
"551","1903","263",263,"Socialist",0.117569207014448,4,0,0.445461563913091,0.155453843608691,0,0,0.0262058036226529
"552","1907","263",263,"Socialist",0.0166987797045601,4,0,0.379759610973484,0.15290393614093,1,0,0.0372228451668671
"553","1912","263",263,"Socialist",0.216568047337278,3,0,0.480078895463511,0.0127547666009205,0,0,0.136778413570999
"554","1890","264",264,"Catholic",0.194778284293411,6,0,0.431709194245456,-0.00515067195547925,0,0,0.0736132501364081
"555","1893","264",264,"Catholic",0.147429738169589,4,0,0.433041076147009,0.199255344703339,0,0,0.0794186627917938
"556","1898","264",264,"Catholic",0.051577896968941,4,0,0.32543345391044,0.283896719471124,0,0,0.1801945610976
"557","1903","264",264,"Catholic",0.137405067330398,5,0,0.38923990044036,0.0271874401684855,0,0,0.0838173251218756
"558","1903","264",264,"Catholic",0.166326288292567,4,0,0.436713369745904,0.113369745903586,0,0,0.0383176751361259
"559","1907","264",264,"Catholic",0.135638950208487,4,0,0.421878832474859,0.100318861908266,1,0,0.0666178583540096
"560","1890","265",265,"Catholic",0.161857501684739,4,0,0.451387612571219,-0.256080377381609,0,0,0.178182062324235
"561","1893","265",265,"Catholic",0.151734397187099,4,0,0.453512745959835,0.0749881668807898,0,0,0.150121424288224
"562","1898","265",265,"Catholic",0.247520043484169,4,0,0.471123793993749,-0.0736513113194728,1,1,0.213348068780852
"563","1912","265",265,"Catholic",0.178701298701299,4,0,0.467402597402597,-0.112034632034632,1,1,0.0670452033173927
"564","1890","268",268,"Socialist",0.0227975472983596,5,0,0.304543787013259,0.266023793302238,0,0,0.133591934863164
"565","1893","268",268,"Socialist",0.0845760875174157,7,0,0.360338510759069,0.266061200268332,0,0,0.127814317753124
"566","1898","268",268,"Socialist",0.204736578935406,5,0,0.456611664166553,NA,0,0,0.113566502626
"567","1903","268",268,"Socialist",0.211173311143052,5,0,0.455064679627808,0.192790680081701,0,0,0.00887260856580396
"568","1907","268",268,"Socialist",0.0965041082195632,4,0,0.441813240026243,0.182948545721516,0,0,0.0514490409978907
"569","1890","269",269,"Catholic",0.0859956575682382,4,NA,NA,NA,NA,NA,NA
"570","1893","269",269,"Conservative",0.212360340651613,4,0.25,0.220173451050863,0.297132588483475,0,0,0.2029291678695
"571","1898","269",269,"Conservative",0.182022666320616,4,0.2,0.438446232373043,0.0923090232719093,0,0,0.0344628339693435
"572","1898","269",269,"Conservative",0.0835322195704057,5,0,0.331248456917126,0.0472389103777467,0,0,0.0866934543883079
"573","1903","269",269,"Conservative",0.0717523185272994,5,0,0.369709225298096,-0.0469981172861028,0,0,0.205547080129918
"574","1907","269",269,"Conservative",0.0670212765957447,4,0.285714285714286,0.394734042553191,0.056436170212766,1,0,0.129213864023065
"575","1912","269",269,"Conservative",0.0034852005253056,3,0.333333333333333,0.339630265683402,-0.0163652894231741,0,0,0.186027161466562
"576","1893","27",27,"Minority",0.00151220565996979,2,0,0.498163750270037,-0.496651544610067,0,0,0.00965172818974219
"577","1903","27",27,"Minority",0.00462281992015129,3,0,0.496672970512012,-0.492050150591861,0,0,0.00741477986269812
"578","1912","27",27,"Minority",0.0105609011969022,3,0,0.497946491433936,-0.487385590237034,0,0,-0.00229381682116436
"579","1890","271",271,"Conservative",0.278589333563834,5,0.2,0.464171492782436,0.0328463998616994,0,0,0.328811262894532
"580","1893","272",272,"Catholic",0.0435737565537764,6,NA,NA,NA,NA,NA,NA
"581","1912","272",272,"Conservative",0.0428931875525652,4,0.333333333333333,0.376944911690496,0.180561396131203,0,0,0.0439081221944526
"582","1893","274",274,"Catholic",0.159115460379996,4,0,0.439092584355341,0.233271906970833,0,0,0.100004157053539
"583","1893","275",275,"Catholic",0.161457392351701,5,0,0.459560373381512,0.245648900933454,0,0,0.0634330266610688
"584","1898","276",276,"Catholic",0.21804311774461,4,0,0.497048092868988,0.234825870646766,0,0,0.106670640096913
"585","1893","277",277,"Catholic",0.241133292172601,6,0,0.489469712560884,0.13123413596762,0,0,0.168705683132344
"586","1898","277",277,"Catholic",0.0418595290802978,5,0,0.365465888508754,0.139733011336956,0,0,0.146139119227918
"587","1903","277",277,"Catholic",0.260179977502812,4,0,0.454161979752531,0.0120359955005624,0,0,0.134891068176738
"588","1912","277",277,"Catholic",0.225592504985854,4,0,0.486155558647558,-0.0341820880293122,1,1,0.0597206353274603
"589","1890","278",278,"Catholic",0.107160813043166,5,0,0.43862673274438,-0.148890325360914,1,1,0.101821709973537
"590","1893","278",278,"Catholic",0.110976430976431,6,0,0.384175084175084,-0.122222222222222,0,0,0.210237854283223
"591","1898","278",278,"Catholic",0.100725650755609,4,0,0.351374742027828,-0.0414086944943746,0,0,0.231028633040218
"592","1903","278",278,"Catholic",0.179026496774537,3,0,0.464626539425281,-0.0392386842245562,0,0,0.0677897540274806
"593","1907","278",278,"Catholic",0.182538959263647,3,0,0.456666362890732,0.00801968468057962,1,1,0.181187910103079
"594","1912","278",278,"Catholic",0.0926109649311996,3,0,0.404304878574818,-0.0320493465039037,0,0,0.128797655938154
"595","1890","279",279,"Catholic",0.213805506787137,3,0,0.497195221170728,0.0662869866826532,0,0,0.153256631642002
"596","1898","284",284,"Catholic",0.0465019288916693,4,0,0.487071212595141,0.403763945365447,0,0,0.044049724191215
"597","1907","284",284,"Catholic",0.0558478348846621,3,0,0.48615944961554,0.349413193039255,1,1,0.0727127885393251
"598","1912","284",284,"Catholic",0.0486332574031891,3,0,0.450493545937737,0.257289293849658,0,0,0.0196082586122278
"599","1912","284",284,"Catholic",0.0579083518107908,3,0,0.461751662971175,0.272542498152254,0,0,0.0244439892027379
"600","1890","285",285,"Catholic",0.147349018757454,3,NA,NA,NA,NA,NA,NA
"601","1893","285",285,"Catholic",0.0817535545023697,3,NA,NA,NA,NA,NA,NA
"602","1898","285",285,"Socialist",0.103302154927394,3,0,0.403803421011834,NA,0,0,0.103921004875431
"603","1907","285",285,"Socialist",0.0164314556430656,4,0,0.428777035941311,0.3547755167313,0,0,0.0182113964479994
"604","1890","286",286,"Catholic",0.127995813710099,3,NA,NA,NA,NA,NA,NA
"605","1893","286",286,"Conservative",0.100608329433786,4,0,0.369560131024801,0.00772110435189521,0,0,0.0671345468463473
"606","1898","286",286,"Conservative",0.0621657754010695,4,0.5,0.411278561011181,-0.118619348565873,0,0,0.0864326975394539
"607","1912","286",286,"Socialist",0.260745440126883,4,0,0.488342585249802,0.0826724821570182,0,0,0.0253601703592933
"608","1903","287",287,"Conservative",0.0612063492063492,4,0.4,0.450243386243386,-0.305777777777778,1,1,0.124591345985686
"609","1912","287",287,"Conservative",0.0593085756169069,3,0.4,0.407830442218422,-0.107592230637674,0,0,0.120303363799213
"610","1912","287",287,"Conservative",0.032,3,0.5,0.412,-0.172,0,0,0.112
"611","1893","288",288,"Socialist",0.0941993487594732,4,0,0.415526035213094,-0.311903869982422,0,0,0.145401288116318
"612","1898","288",288,"Socialist",0.206703467948549,5,0,0.477906024669185,-0.160376112622488,0,0,0.0537813591029598
"613","1893","289",289,"Socialist",0.034353703496816,4,0,0.419925148028153,-0.366774662048933,0,0,0.129020197948127
"614","1898","289",289,"Socialist",0.214171093404161,5,0,0.473467242142541,-0.258355467020806,0,0,0.0343515177116812
"615","1907","289",289,"Socialist",0.0178587678587678,4,0,0.441077441077441,0.305692055692056,0,0,0.0108920299287876
"616","1912","289",289,"Socialist",0.00173460537727665,3,0,0.487762570600554,0.475176104753242,0,0,0.0165503925873938
"617","1893","29",29,"Conservative",0.149131837210898,5,0.166666666666667,0.389746757257566,-0.228192986068218,0,0,0.179810450902357
"618","1903","29",29,"Conservative",0.0839687380861609,6,0,0.331490659550133,-0.126000762485703,0,0,0.302623116616954
"619","1907","29",29,"Conservative",0.19710889537162,5,0.2,0.444202551486916,-0.247093656115296,0,0,0.212741387355457
"620","1912","29",29,"Conservative",0.111006469576611,6,0.142857142857143,0.330890180984358,-0.0436901154696585,0,0,0.340281988304363
"621","1893","290",290,"Socialist",0.119492388921481,3,0,0.483218575354309,-0.363726186432828,0,0,0.0165174330934209
"622","1893","291",291,"Socialist",0.0317502432121695,4,0,0.371893517290174,-0.332891129388874,0,0,0.226089901934563
"623","1898","291",291,"Socialist",0.162210490463215,4,0,0.439884196185286,-0.277673705722071,0,0,0.0817710441776188
"624","1907","291",291,"Socialist",0.229148096268942,5,0,0.451228829746594,-0.112982299758054,0,0,0.0917768709362354
"625","1890","292",292,"Conservative",0.109046692607004,3,0.333333333333333,0.457733463035019,0.157928015564202,0,0,0.0461121529627431
"626","1893","292",292,"Socialist",0.00879288922871069,4,0,0.381773869827009,-0.184746248685845,0,0,0.176908199665506
"627","1899","292",292,"Socialist",0.036367397600331,3,0,0.478733967728589,-0.366859743483657,0,0,0.0326196266157455
"628","1893","293",293,"Conservative",0.0330852727876002,4,0,0.397734275015405,-0.131393089064796,0,0,0.170808156013327
"629","1903","293",293,"Socialist",0.169424814384113,4,0,0.485195455765274,-0.121209410501834,0,0,0.0316393405140393
"630","1912","293",293,"Socialist",0.172677096734033,3,0,0.459476283354774,-0.0371830518321783,0,0,0.0365879801579208
"631","1893","294",294,"Conservative",0.0739885553659271,4,0.4,0.466419034233511,-0.309808252183516,0,0,0.07694996302949
"632","1898","294",294,"Socialist",0.18016318445503,3,0,0.460217893694289,0.0250907890392869,0,0,0.0103522005871459
"633","1907","294",294,"Socialist",0.215415385755028,4,0,0.472610096670247,0.091410792992333,0,0,-0.00525501226583824
"634","1903","295",295,"Socialist",0.0104484880683579,3,0,0.445388940541019,-0.320272723247886,0,0,0.0540773048153154
"635","1907","295",295,"Conservative",0.00648539778449142,3,0.5,0.390654582074522,-0.162054380664653,0,0,0.183316318562778
"636","1912","295",295,"Socialist",0.03348588863463,3,0,0.427803203661327,-0.221510297482838,0,0,0.0732871038805932
"637","1890","296",296,"Socialist",0.0804348499396042,5,0,0.400192027751107,0.400997305417041,0,0,0.0546097070692149
"638","1893","296",296,"Socialist",0.0314304461942257,4,0,0.386614173228346,0.122998687664042,0,0,0.0768115867664403
"639","1898","296",296,"Socialist",0.00444978563076526,5,0,0.381284916201117,0.188872287904378,0,0,0.0735245670201473
"640","1903","296",296,"Socialist",0.0409184234117001,4,0,0.466730285416847,0.418524623348081,0,0,0.0775047569664956
"641","1912","296",296,"Socialist",0.0168286263791882,4,0,0.443491244053042,0.373671424233222,0,0,0.0207304268305466
"642","1903","297",297,"Socialist",0.0711267292380233,3,0,0.462746319113918,-0.250967483652862,0,0,0.0749172283307188
"643","1907","297",297,"Conservative",0.039268761523675,3,0.333333333333333,0.42414969989408,-0.384880938370405,0,1,0.139870384838385
"644","1912","297",297,"Socialist",0.16140711944508,3,0,0.440811037426633,-0.00434484335696317,0,0,0.0500148227662301
"645","1890","3",3,"Socialist",0.224730283848879,4,0,0.492455909869023,0.255543612404952,0,0,0.0170256118279557
"646","1893","3",3,"Socialist",0.151254273592289,3,0,0.451785640729909,NA,0,0,0.100634561969952
"647","1903","3",3,"Socialist",0.122947944436649,4,0,0.492563490949909,0.256910340956924,0,0,0.0211243093911236
"648","1890","30",30,"Conservative",0.0663063812097277,3,0,0.479526086052796,-0.316877987944294,0,0,0.0449195700722498
"649","1893","30",30,"Conservative",0.0800829465784537,4,0,0.434580823541029,-0.309667226226918,0,0,0.107711589984792
"650","1898","30",30,"Conservative",0.00164394159172226,5,0,0.367856106759501,-0.355284788705154,0,0,0.155939223593206
"651","1903","30",30,"Catholic",0.072742022714981,6,0,0.340364160807644,-0.242022714981071,0,0,0.225363538722873
"652","1907","30",30,"Conservative",0.133730758964321,4,0,0.429486609128926,-0.295755850164605,0,0,0.153112019422147
"653","1898","304",304,"Socialist",0.150471988508106,3,0,0.46167658526575,-0.311204596757644,0,0,0.0355615192017371
"654","1903","304",304,"Socialist",0.207035029998065,3,0,0.497242113412038,-0.290207083413973,0,0,0.0221532212823715
"655","1890","305",305,"Catholic",0.179841449603624,3,NA,NA,NA,NA,NA,NA
"656","1893","305",305,"Socialist",0.0851478532048783,4,0,0.385253661524754,0.129531658963078,0,0,0.0544170873208598
"657","1907","305",305,"Socialist",0.118226239024211,3,0,0.434622873727911,NA,0,0,0.0192354052718744
"658","1890","307",307,"Conservative",0.114955160893265,3,0.333333333333333,0.478723404255319,-0.209732723755935,0,0,0.0684064411164241
"659","1893","307",307,"Conservative",0.0540427314620863,3,0.5,0.44268956849602,-0.222706325932132,0,0,0.0684206529076714
"660","1893","307",307,"Socialist",0.189993697580841,4,0,0.480874581858729,0.161584331216367,0,0,0.0541254181412712
"661","1898","307",307,"Conservative",0.0754825462012321,3,0.25,0.47564681724846,-0.278521560574949,0,0,0.0309690396373238
"662","1907","307",307,"Socialist",0.0539289289289289,5,0,0.380305305305305,0.133383383383383,0,0,0.0062885179746428
"663","1912","307",307,"Socialist",0.209660507491204,3,0,0.485984574877088,NA,0,0,0.0393961357828101
"664","1890","308",308,"Socialist",0.0734849293619444,4,0,0.371730543397032,0.428490089320665,0,0,0.0781373981629291
"665","1893","308",308,"Socialist",0.0706229009568469,5,0,0.422660160953045,0.327704201254673,0,0,0.0687753259209079
"666","1890","309",309,"Catholic",0.119707064588954,4,NA,NA,NA,NA,NA,NA
"667","1893","309",309,"Catholic",0.0498592096320031,4,NA,NA,NA,NA,NA,NA
"668","1898","309",309,"Socialist",0.116510115606936,4,0,0.326905708092486,0.423771676300578,0,0,0.0858592107538717
"669","1903","309",309,"Socialist",0.0524941891650277,4,0,0.41240836760236,0.443161094224924,0,0,0.0302968893379825
"670","1890","31",31,"Conservative",0.129965316405994,4,0,0.30678620509129,0.201950134153524,0,0,0.0736837831934596
"671","1893","31",31,"Socialist",0.0784352142110762,7,0,0.265739289446186,0.159090909090909,0,0,0.155245789969826
"672","1898","31",31,"Socialist",0.15882444896045,5,0,0.284117555103955,0.276770361106769,0,0,0.0371733890193591
"673","1903","31",31,"Socialist",0.0813304388277252,5,0,0.412079392153822,0.104124670491549,0,0,0.0709491261350804
"674","1907","31",31,"Socialist",0.0775633749527053,6,0,0.38153613318199,0.385546727203935,1,0,-0.0182001772417856
"675","1912","31",31,"Socialist",0.0222202391575942,6,0,0.393360699625201,0.372568266999822,0,0,0.10057467000738
"676","1912","31",31,"Socialist",0.122,4,0,0.364,0.377,0,0,0.097
"677","1890","310",310,"Conservative",0.0836080178173719,4,0.25,0.46195991091314,0.270734966592428,0,0,0.00680156633640061
"678","1893","310",310,"Catholic",0.118560991399242,4,NA,NA,NA,NA,NA,NA
"679","1898","310",310,"Conservative",0.047876631079478,4,0.4,0.33300118623962,-0.0438908659549229,1,1,0.235432898459833
"680","1903","310",310,"Socialist",0.0519581233036061,5,0,0.30306320279178,-0.0352849941837922,0,0,0.221771419923771
"681","1907","310",310,"Conservative",0.0590166065451237,3,0,0.374670956420006,0.00796204218257446,1,0,0.0947992422554908
"682","1912","310",310,"Socialist",0.0486002767066027,3,0,0.365870889876659,-0.00267875540902535,0,0,0.186537816069976
"683","1890","311",311,"Conservative",0.00592456059508917,4,0.25,0.477980383121585,0.42985978539925,0,0,0.0125568407671522
"684","1893","311",311,"Conservative",0.109930576516752,4,0.4,0.387201931783882,0.387443404769091,0,0,0.0204835544709218
"685","1898","311",311,"Conservative",0.028387683513057,4,0.4,0.397232688060283,0.261400545667143,0,0,0.018604638392598
"686","1903","311",311,"Conservative",0.0373957178694359,4,0,0.360539058397993,-0.0217023510880345,0,0,0.142501178476115
"687","1907","311",311,"Conservative",0.0384152404877793,4,0.4,0.364526089914691,0.0218767990788716,1,0,0.136560419746436
"688","1912","311",311,"Socialist",0.107131257829536,3,0,0.415997772931842,0.0359578712940194,0,0,0.0379475130731316
"689","1890","312",312,"Catholic",0.0852125006632355,4,NA,NA,NA,NA,NA,NA
"690","1893","312",312,"Catholic",0.107549372507053,4,NA,NA,NA,NA,NA,NA
"691","1898","312",312,"Catholic",0.0545186640471513,4,NA,NA,NA,NA,NA,NA
"692","1898","312",312,"Socialist",0.0920662960461371,4,0,0.409778147243726,0.306021717670286,0,0,0.100237261076767
"693","1903","312",312,"Socialist",0.233802349230067,5,0,0.422031295397003,-0.0036525131781015,0,0,0.0872563057602779
"694","1912","312",312,"Socialist",0.178606949212358,4,0,0.496422727710225,0.157111232314158,0,0,-0.000493201586288072
"695","1898","313",313,"Catholic",0.133097136108651,4,NA,NA,NA,NA,NA,NA
"696","1903","313",313,"Socialist",0.0403890453033017,5,0,0.273253135398004,0.14768364474021,0,0,0.0631463389778177
"697","1912","313",313,"Socialist",0.195134785072452,4,0,0.292803367603011,0.33890552902129,0,0,0.0620598904231479
"698","1903","314",314,"Conservative",0.104856960482795,4,0.4,0.451343352869495,0.173794464109557,0,0,0.0359101343839927
"699","1907","314",314,"Conservative",0.0428124834419542,4,0,0.375457002066444,0.236051502145923,1,0,0.0868952406064117
"700","1912","314",314,"Socialist",0.0680758162151434,4,0,0.310310608315967,0.0724918130395951,0,0,0.0647030543794095
"701","1893","315",315,"Catholic",0.136772301217879,4,NA,NA,NA,NA,NA,NA
"702","1898","315",315,"Conservative",0.0558260305095748,4,0.4,0.392145407335281,0.117818889970789,1,1,0.18226972457114
"703","1903","315",315,"Catholic",0.0818535914766869,5,NA,NA,NA,NA,NA,NA
"704","1907","315",315,"Catholic",0.105085088117962,4,0,0.325960713023279,0.218754734131192,1,0,0.0501207622325668
"705","1912","315",315,"Conservative",0.0290327216978872,3,0.25,0.336463373736406,0.0714799022660854,0,0,0.0240216406869061
"706","1890","316",316,"Conservative",0.029573109914223,4,0.4,0.422052663076002,0.351037303012168,0,0,0.0554273165564561
"707","1898","316",316,"Catholic",0.015196677253848,4,0,0.289616418275104,0.107402882970926,0,0,0.0793288278017557
"708","1903","316",316,"Catholic",0.0271542518415203,5,0,0.310247134202153,0.0751427450638539,0,0,0.0440916605511494
"709","1907","316",316,"Catholic",0.081779939022037,3,0,0.320558836015592,0.129095750839412,1,1,0.143421125852142
"710","1912","316",316,"Socialist",0.108147347807003,4,0,0.295505959415201,0.127494344464328,0,0,0.135658633691061
"711","1890","317",317,"Catholic",0.0354212111768983,5,NA,NA,NA,NA,NA,NA
"712","1893","317",317,"Conservative",0.055040733197556,4,0.4,0.368024439918534,0.128462321792261,0,0,0.059040761255187
"713","1898","317",317,"Socialist",0.011872399445215,4,0,0.295201109570042,0.0976421636615811,0,0,0.192883122581987
"714","1903","317",317,"Socialist",0.210547378718485,5,0,0.397083018364534,-0.0208991062297123,0,0,0.246463658718218
"715","1912","317",317,"Socialist",0.0851005609522507,3,0,0.408161171158845,0.0570529484197564,0,0,0.0730726670384211
"716","1898","318",318,"Conservative",0.0765943012211669,4,0.4,0.457598371777476,0.250135685210312,0,0,0.0284109553377803
"717","1912","318",318,"Conservative",0.15034732134361,3,0.4,0.459510895422971,0.0804072699590827,0,0,0.0667400397528422
"718","1890","319",319,"Catholic",0.0408628365486538,3,NA,NA,NA,NA,NA,NA
"719","1898","319",319,"Conservative",0.0438752052545156,4,0.4,0.344827586206897,0.147783251231527,0,0,0.0997643646036121
"720","1903","319",319,"Conservative",0.0931925139542519,4,0.2,0.383057896464923,0.0665426288716209,1,1,0.160784888967097
"721","1907","319",319,"Conservative",0.153319960911382,4,0.4,0.428534691148485,0.04520907267397,0,0,0.117278981626671
