"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","socmarg","difcro2","rightmar2","diffvotensoc","diffturn","diffturnraw","turnrawfir","turnfir"
"591","1898","278",278,"Catholic",0.100725650755609,4,0,0.351374742027828,0.0414086944943746,1,0,0.231028633040218,-0.0144553662767425,-325,15021,0.668104790285994
"592","1903","278",278,"Catholic",0.179026496774537,3,0,0.464626539425281,0.0392386842245562,0,0,0.0677897540274806,-4.09668168782629e-05,-1,18757,0.768414584186809
"593","1907","278",278,"Catholic",0.182538959263647,3,0,0.456666362890732,-0.00801968468057962,0,0,0.181187910103079,-0.137554585152838,-3528,21946,0.855661260137243
"594","1912","278",278,"Catholic",0.0926109649311996,3,0,0.404304878574818,0.0320493465039037,0,0,0.055198476556182,0.00804299620400639,214,23183,0.871312060735897
"595","1890","279",279,"Catholic",0.213805506787137,3,0,0.497195221170728,-0.0662869866826532,0,0,0.153256631642002,-0.0074839393337307,-226,23353,0.773329359560236
"596","1898","284",284,"Catholic",0.0465019288916693,4,0,0.487071212595141,-0.403763945365447,0,0,0.044049724191215,0.0558773015936415,1399,19182,0.766146103766426
"597","1907","284",284,"Catholic",0.0558478348846621,3,0,0.48615944961554,-0.349413193039255,0,0,0.0727127885393251,0.00157734000067122,47,24710,0.829278115246501
"598","1912","284",284,"Catholic",0.0486332574031891,3,0,0.450493545937737,-0.257289293849658,0,0,0.0773832595310414,NA,869,26340,NA
"599","1912","284",284,"Catholic",0.0579083518107908,3,0,0.461751662971175,-0.272542498152254,0,0,0.0500236993476654,NA,540,27060,NA
"600","1890","285",285,"Liberal",0.147349018757454,3,0.25,0.43944486609563,-0.0268350861975496,0,0,0.213297078242076,-0.009485936788037,-229,18446,0.764094279441614
"601","1893","285",285,"Liberal",0.0817535545023697,3,0.4,0.394343704924789,-0.0210694415825263,0,0,0.148584561687688,0.0109912312603547,272,19412,0.784418313330909
"602","1898","285",285,"Liberal",0.103302154927394,3,0.4,0.30050126608444,0.110020153997209,0,0,0.182542111322194,0.0857153968809552,2204,19351,0.752576517714775
"603","1907","285",285,"Liberal",0.0164314556430656,4,0.571428571428571,0.445208491584376,0.338344061088234,1,1,0.105250224011954,0.00207204914755177,57,25013,0.909266058380893
"604","1890","286",286,"Liberal",0.127995813710099,3,0.333333333333333,0.471899529042386,-0.162951334379906,0,0,0.0744143626888422,0.0589585245764833,1413,19110,0.797379621129934
"605","1893","286",286,"Conservative",0.100608329433786,4,0,0.369560131024801,-0.00772110435189521,0,0,0.190663958611053,0.0309029058567973,754,17096,0.700684454280913
"606","1898","286",286,"Conservative",0.0621657754010695,4,0.5,0.411278561011181,0.118619348565873,0,0,0.0864326975394539,0.118918703718449,2987,16456,0.655147702842583
"607","1912","286",286,"Liberal",0.260745440126883,4,0,0.227597145122918,0.343417922283902,1,1,0.252902779587216,0.0472042708626018,1344,25220,0.885782523180669
