"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","socmarg","difcro2","rightmar2","diffvotensoc","diffturn","diffturnraw","turnrawfir","turnfir"
"277","1893","167",167,"Conservative",0.0361119099461814,5,0.428571428571429,0.335894170329896,0.150938745326815,1,1,0.224618650182924,0.0312113338282604,1009,24341,0.752938629052215
"278","1898","167",167,"Liberal",0.0689134808853119,4,0.4,0.366017533774073,0.244071572290888,0,0,0.157360440917969,0.0541682779956908,1961,27832,0.768797304016353
"279","1903","167",167,"Liberal",0.0146624944121592,4,0,0.404291461779169,0.214900908955446,1,0,0.168398193393245,-0.0232494187645309,-930,33555,0.838854028649284
"280","1907","167",167,"Conservative",0.017776979709104,5,0.2,0.394017905240746,0.252340763922736,0,0,0.170474416793591,-0.00844680360027705,-366,38983,0.89967689822294
"281","1912","167",167,"Minority",0.256128845167191,5,0,0.172455330254969,0.265497780454616,1,0,0.354377160292159,-0.0187541726516822,-927,44829,0.906937223087661
"282","1890","168",168,"Liberal",0.244202994567378,4,0.25,0.449980124552802,0.0086789452762687,0,0,0.244404815401758,0.0140260677400442,311,15094,0.680737834302981
"283","1898","168",168,"Liberal",0.176090050459309,5,0,0.391124336912925,0.032798550912149,0,0,0.320829390593501,0.00414061865714055,102,15458,0.627506698059592
"284","1903","168",168,"Liberal",0.0250161957442567,5,0,0.322220561120247,0.121592664573678,1,0,0.303169284986405,-0.0184445574032387,-508,20067,0.728596325611793
"285","1907","168",168,"Liberal",0.02010215078956,5,0,0.309826156225107,0.126189025818846,1,1,0.339130474220128,-0.0191466854724965,-543,21341,0.752503526093089
"286","1907","168",168,"Liberal",0.143145781174507,4,0.25,0.426099178635745,0.0681249176439584,0,0,0.264214788770572,-0.0365691489361701,-1045,22767,0.796717525195969
"287","1907","168",168,"Liberal",0.0258142992296256,5,0,0.289363427490201,0.0356354462314727,1,1,0.332518292939906,NA,-3597,22197,NA
"288","1912","168",168,"Liberal",0.00193896149222478,4,0,0.33152363594059,0.16287276534688,1,0,0.247632298277757,-0.0181185583929626,-552,25787,0.846418958839362
"289","1890","169",169,"Liberal",0.186092522548734,4,0,0.470526622054117,0.148734361361653,0,0,0.211684772994108,0.09930833389842,2929,17185,0.58266088017902
"290","1890","169",169,"Conservative",0.207288629737609,4,0.25,0.429446064139942,0.029271137026239,0,0,0.22124478214676,-0.0302073940486925,-938,17150,0.552299368800721
"291","1893","169",169,"Conservative",0.0862369337979094,4,0,0.336083213773314,0.0360729657716745,1,0,0.303033885580394,-0.0381015840324681,-1258,19516,0.591089438773965
"292","1898","169",169,"Conservative",0.0630288732755526,5,0,0.356941381609313,0.0799015334119698,0,0,0.226901256159676,-0.000783457847169711,-28,19499,0.54559444864154
"293","1903","169",169,"Liberal",0.150785174637079,4,0.4,0.252758988964044,0.162889126221273,1,1,0.303185739876262,0.0187245880590627,700,25281,0.676251872458806
"294","1907","169",169,"Conservative",0.0432815708418892,5,0.428571428571429,0.307013603696099,0.128240503080082,1,1,0.279905446354974,0.00402475222619103,160,31168,0.784021733662021
"295","1912","169",169,"Liberal",0.117957032833401,4,0.166666666666667,0.280763217325844,0.163327349585963,1,1,0.252206061963959,-0.00691455584562195,-294,34538,0.812295679578541
"296","1898","174",174,"Conservative",0.0831578947368421,4,0,0.368479532163743,-0.128421052631579,0,1,0.159680368138227,0.136692215481856,3763,17100,0.621163137055469
"297","1903","174",174,"Conservative",0.169445467943994,5,0.166666666666667,0.397844509948416,0.0461495946941783,1,0,0.309598763572898,-0.0211900544512235,-646,21712,0.71219576198911
"298","1912","174",174,"Conservative",0.00280188614774823,4,0.2,0.315895578486981,-0.0636233171598442,0,1,0.244430276389345,0.033731694036053,1177,29266,0.838735563006907
"299","1893","175",175,"Conservative",0.198425196850394,4,0,0.491413573303337,-0.114210723659543,0,0,0.0150601079314681,0.182711280910198,4352,13335,0.559847180822033
"300","1898","175",175,"Conservative",0.0382104569683177,5,0.166666666666667,0.351081032520812,-0.137330059292088,0,1,0.200950382673267,0.122717934803675,3166,16697,0.647195627737509
"301","1903","175",175,"Conservative",0.0590175403528059,5,0.166666666666667,0.329168957073609,0.0102443655989206,1,1,0.325810890447393,0.0203752975773701,582,20011,0.700567147458339
"302","1907","175",175,"Conservative",0.0866692278140607,4,0,0.320245870149827,-0.0123703419131771,0,1,0.165174512279971,-0.0627265306122449,-1921,26030,0.849959183673469
"303","1912","175",175,"Liberal",0.106421070752281,4,0.2,0.235049061800654,0.130005164400069,0,0,0.377145466652087,-0.00832634479453698,-278,29045,0.869923325745777
"304","1890","176",176,"Catholic",0.0691463295109281,4,0,0.298637655591493,0.0041654415368029,1,1,0.385047823307796,-0.09929874859556,-2563,20406,0.79059315795591
"305","1893","176",176,"Conservative",0.111105980143154,4,0.4,0.398799353498037,-0.0377280073885938,0,0,0.146431057116989,0.0237852407663729,653,21655,0.788773949151308
"306","1898","176",176,"Catholic",0.0250563174327155,4,0.166666666666667,0.336956092162985,0.0159269651819942,1,1,0.278170106838032,-0.0841232971310188,-2680,25303,0.794243204218721
"307","1903","176",176,"Catholic",0.112248466160155,5,0,0.255364465778682,0.14950567441269,1,1,0.256468320540199,-0.0682330571777808,-2512,31457,0.854461496672552
"308","1907","176",176,"Liberal",0.0169836048035518,3,0.666666666666667,0.381850276819385,0.115354783492471,0,0,0.0835886880520748,-0.0526548129981605,-2147,37389,0.916958920907419
"309","1912","176",176,"Liberal",0.0882855033680908,3,0.666666666666667,0.487081295561502,0.287487311986712,0,0,0.0567020427320349,0.00718694695040367,333,43348,0.935554884102387
"310","1890","179",179,"Conservative",0.152896295552655,5,0.2,0.423150286115852,-0.257705049693806,0,0,0.175484655584783,0.0400831657520707,1176,19922,0.679027915061863
"311","1893","179",179,"Conservative",0.113274336283186,6,0,0.429063809967396,-0.297158826269213,0,0,0.093362263850864,0.05487212690191,1695,21470,0.695046940757527
"312","1898","179",179,"Conservative",0.236273817925194,5,0.2,0.496400846859562,-0.241637261820748,0,0,0.00291820724468417,0.0909924784443221,2976,21255,0.649880755824619
"313","1907","179",179,"Conservative",0.179693253498127,6,0,0.430213569850469,-0.195863084755531,0,0,0.101312617942401,NA,2487,31231,NA
"314","1903","18",18,"Conservative",0.0161275110817693,4,0.2,0.295105158917288,0.155993586720739,1,1,0.244804334631721,-0.0137642320256256,-434,21206,0.672544480035521
"315","1907","18",18,"Conservative",0.201101412355299,4,0.2,0.457273442475555,0.107518825160154,1,1,0.249089377094811,-0.068171989868413,-2207,26693,0.824519676283437
"316","1912","18",18,"Conservative",0.0912987252909662,3,0.4,0.393866617402549,-0.00206909292444118,0,0,0.151968974286701,0.0184546499667211,610,27065,0.818811641556241
"317","1890","181",181,"Liberal",0.016900826446281,4,0,0.346776859504132,-0.141115702479339,0,0,0.278989506788095,0.00320134269907379,103,24200,0.752160129296948
"318","1893","181",181,"Liberal",0.0549416582953404,4,0.5,0.343443319681632,-0.0553280272003709,0,0,0.237162510000212,0.0105880294014701,363,25882,0.754929413137324
"319","1898","181",181,"Liberal",0.00358448634310699,4,0,0.276184672736397,-0.0103950103950104,0,0,0.350164155885439,-0.0928193380203808,-3525,27898,0.734602522579456
"320","1903","181",181,"Liberal",0.0720071738155732,5,0,0.23126587953968,0.0808847705873562,0,1,0.40079372944123,-0.0737644919836603,-3124,33455,0.789945928077259
"321","1907","181",181,"Catholic",0.0809201307800093,5,0,0.226938346567025,0.0834890238206445,1,1,0.2431368414029,-0.0959948578141278,-4331,34256,0.759270341556398
"322","1907","181",181,"Liberal",0.17937780956273,3,0.6,0.489170412750306,0.110952186350633,0,0,0.0731610426738251,-0.0374773900383818,-1699,39152,0.86363435831826
"323","1912","181",181,"Liberal",0.095850923782287,4,0.166666666666667,0.305960325026102,0.152980162513051,0,0,0.146698105424556,-0.0798572297072032,-4072,44058,0.864034829675825
"324","1893","182",182,"Liberal",0.105394509502784,5,0,0.37085813015934,0.00549049721635636,1,0,0.225026343080611,-0.119979073417427,-4128,26045,0.756990059873278
"325","1898","182",182,"Liberal",0.0381260737412449,5,0,0.338112858464385,0.0722875644244747,1,1,0.297465851142522,-0.0696015011604365,-2819,30268,0.747321119944694
"326","1903","182",182,"Liberal",0.0897024424740249,6,0,0.287548278300604,0.219877060327476,0,1,0.291782625972334,-0.0117675364728012,-538,36766,0.804173319626413
"327","1907","182",182,"Liberal",0.129329552359733,6,0,0.28329451083654,0.283851529268787,1,0,0.241124150263513,0.0334066106618514,1702,39496,0.775221794771139
"328","1907","182",182,"Liberal",0.0106195935016527,5,0.2,0.422720772675059,0.293855639168249,0,0,0.0906779646642695,0.0269577133907596,1377,42657,0.835101801096319
"329","1912","182",182,"Liberal",0.167775637078674,4,0,0.292708602300038,0.222138359783105,0,0,0.178858939617077,0.00393376163809389,229,50347,0.864860686432817
"330","1890","183",183,"Catholic",0.057813750778262,5,0,0.389380058703193,-0.182353464377835,1,1,0.115889331468506,0.0395321573652498,2900,56215,0.766310422857766
"331","1890","183",183,"Liberal",0.0166701052197235,4,0,0.390736538064782,-0.172498452651124,0,0,0.125263461935218,NA,NA,48470,0.660732299135745
"332","1893","183",183,"Liberal",0.0769381746810598,5,0.2,0.384192647391862,-0.0115648826149317,0,0,0.123935874721849,0.0180737633280895,1551,66235,0.7718347608227
"333","1898","183",183,"Liberal",0.0189317909189163,3,0,0.375583453092153,-0.0908583441215245,0,0,0.158988647257106,0.0315102221484493,3417,84197,0.776431423539067
"334","1903","183",183,"Liberal",0.0517644500027187,4,0.4,0.302892719264858,0.0700251934823192,0,0,0.164600832548221,-0.0369958464785856,-4890,110346,0.834835107469529
"335","1907","183",183,"Liberal",0.0162292460560545,4,0.4,0.321323160884335,0.0678207463862083,0,0,0.151676012851932,-0.0240692460110543,-3462,125699,0.873911078666528
"336","1912","183",183,"Liberal",0.0693547720984017,4,0.428571428571429,0.297745075095332,0.107948679120607,1,1,0.245346495353013,-0.000773029847541351,-126,145282,0.891327954845241
"337","1890","184",184,"Liberal",0.0356393593614082,6,0.166666666666667,0.302282147060329,0.00591004451721844,1,0,0.226475205293756,-0.0292028565913915,-1513,39086,0.754410345493148
"338","1893","184",184,"Liberal",0.018908594233519,5,0.5,0.347525449772713,0.0849819664084342,0,0,0.133309312694157,-0.0327479511624017,-1958,46857,0.783692925238334
"339","1893","184",184,"Liberal",0.00132399071169598,3,0.5,0.348657677109219,0.051859697722736,0,0,0.0982843205640401,-0.0149251406047953,-958,49094,0.764858927820275
"340","1898","184",184,"Liberal",0.0372264302418933,5,0.285714285714286,0.309452336905302,0.0439282348424029,1,1,0.199777597828998,-0.00200376216569886,-147,57298,0.781031051498051
"341","1903","184",184,"Liberal",0.15621034823065,5,0.5,0.270650961895851,0.177293874883047,1,1,0.222854711961488,0.0125215213648459,1200,78023,0.814138884541138
"342","1907","184",184,"Liberal",0.141272835048769,6,0.363636363636364,0.277426308131702,0.178940561513176,0,0,0.101810856480758,-0.0666015754599831,-7026,92785,0.879537030893045
"343","1912","184",184,"Catholic",0.211304276330815,6,0,0.234855613312261,0.215168595781223,1,1,0.198001858923838,-0.0427794282801411,-5371,109463,0.871860837428615
"344","1890","185",185,"Catholic",0.0330400430957084,4,0,0.424717184413719,-0.378434189261986,0,0,0.106806154981795,0.0300194502550553,818,22276,0.81749788983082
"345","1890","185",185,"Liberal",0.025500337306049,3,0.25,0.425140544187092,-0.399640206881043,0,0,0.0918418907531346,0.0343498843994275,936,22235,0.815993247458622
"346","1893","185",185,"Liberal",0.0393086949348292,4,0.4,0.423279986800858,-0.303085299455535,0,0,0.0992503085048403,0.0426580557443915,1255,24244,0.824065261726717
"347","1898","185",185,"Catholic",0.134058109711748,5,0,0.394594801515906,-0.181372736668836,0,0,0.125865510838907,0.056732824427481,1858,26123,0.797648854961832
"348","1903","185",185,"Catholic",0.00748853627156665,5,0,0.352587998548478,-0.153960347045822,0,0,0.176975647204169,0.0183018301830182,671,30313,0.826800861904372
"349","1907","185",185,"Liberal",0.0591996816915819,4,0.5,0.42266810663332,-0.157534246575342,0,0,0.106808306600068,0.00758456793244677,300,35186,0.889568690903575
"350","1912","185",185,"Catholic",0.105617515547104,6,0,0.344940124376831,-0.00745233078069588,0,0,0.22197044472886,-0.0463063021635665,-2014,38914,0.894718690363967
"351","1890","187",187,"Liberal",0.0693666710075097,4,0,0.241611320918522,0.0835612275903981,1,1,0.391725066036406,-0.0407755820249053,-1205,23037,0.779541147807255
"352","1893","187",187,"Liberal",0.0618983845316816,5,0.333333333333333,0.275843307943417,0.11220390056081,0,0,0.214532709751534,-0.0831029282392862,-2645,23894,0.750722634158603
"353","1898","187",187,"Catholic",0.0915234915723475,5,0,0.289878674375051,0.160817523003013,1,1,0.250968736314509,0.0197995126273814,715,24562,0.680161719096145
"354","1903","187",187,"Catholic",0.144019676312513,4,0,0.288342999423071,0.212309841192725,1,1,0.214234398777325,-0.00346312242605762,-148,32933,0.770614938225384
"355","1907","187",187,"Catholic",0.162726283509744,4,0,0.257147096646553,0.182139677515086,0,0,0.189114654451199,-0.140968112549045,-6503,40436,0.876547224209317
"356","1912","187",187,"Catholic",0.254438786805402,5,0,0.216648217843702,0.328647332300199,1,1,0.184336239371206,-0.0758450282802154,-3929,45170,0.871957222554678
"357","1893","188",188,"Liberal",0.00151413189771199,5,0.25,0.264510430686406,0.051564602960969,1,0,0.283024049686304,-0.0655414908579465,-2097,23776,0.743116111892483
"358","1898","188",188,"Liberal",0.0591543832428238,4,0,0.327821955003879,-0.0161947245927075,0,1,0.301942518207196,0.0458705231047339,1624,20624,0.582533047113321
"359","1898","188",188,"Liberal",0.012725257583843,4,0.142857142857143,0.317720947415952,0.110094002709248,1,0,0.271437453080018,0.0389177267959442,1447,24361,0.655200236680025
"360","1903","188",188,"Liberal",0.109874530374991,5,0,0.226837740129014,0.130219040192812,1,1,0.337311417546549,-0.0440672153635117,-1799,28214,0.6911130707427
"361","1903","188",188,"Liberal",0.101296520846936,4,0.5,0.236514006777975,0.10645773093306,1,1,0.3068933735432,0.0148316135616282,654,32163,0.729402426578977
"362","1907","188",188,"Liberal",0.0458125623130609,4,0.428571428571429,0.268993020937188,0.0913509471585244,0,0,0.206007634525437,-0.0425948645100191,-1979,40120,0.863519941456275
"363","1912","188",188,"Liberal",0.112562130732439,6,0,0.244326174622526,0.1477070242896,1,1,0.31606222032366,0.00174433586394185,88,42652,0.845447878055065
"364","1890","19",19,"Conservative",0.126286158027567,4,0,0.378858474082702,-0.252572316055135,0,0,0.17942018280653,0.00394929613351169,62,10302,0.656220141410281
"365","1893","19",19,"Conservative",0.21085391947092,5,0,0.394086753549893,-0.0403617973156973,0,0,0.116789632143477,-0.0457898753497837,-720,10282,0.653904858814551
"366","1898","19",19,"Conservative",0.0916855974557019,6,0,0.386642435256701,-0.186642435256702,0,0,0.156158940335826,-0.0136932925132202,-246,11005,0.612580016699137
"367","1903","19",19,"Conservative",0.103994542560449,5,0.333333333333333,0.353293413173653,-0.0568483286591374,0,0,0.201271913882006,-0.0616370106761566,-1299,13193,0.626002372479241
"368","1907","19",19,"Conservative",0.198194377120698,5,0.333333333333333,0.437590887057683,-0.0743456131846825,1,0,0.117708508543289,-0.0211519687601692,-455,16504,0.767235367951281
"369","1912","19",19,"Conservative",0.0292148824658814,6,0,0.244356805562763,0.0464428415754242,1,1,0.351580339066618,0.00304618009016688,75,19271,0.782705820234759
"370","1893","190",190,"Liberal",0.0571917606091011,5,0.333333333333333,0.385055775246414,-0.247181726966889,0,0,0.159444452959884,0.0271398747390397,585,16943,0.786035722570169
"371","1898","190",190,"Catholic",0.0901823281907433,4,0,0.415918653576438,-0.196774193548387,1,1,0.089028145004858,0.0825771738634808,1811,14260,0.650221148146459
"372","1903","190",190,"Liberal",0.0453689252462192,4,0.25,0.433937893547172,-0.28168559280986,0,0,0.138993107042567,0.0747746604037071,1767,18581,0.786297659853582
"373","1907","190",190,"Liberal",0.0329251584175372,4,0.571428571428571,0.449991436889878,-0.346120911114917,1,1,0.098574512751609,0.0246355344195837,632,23356,0.910423325797147
"374","1912","190",190,"Conservative",0.136318407960199,4,0.5,0.461129136924075,-0.168894657149037,0,0,0.0533863269934505,0.0430838141512299,1135,23115,0.877429395687823
"375","1903","191",191,"Liberal",0.0241242368561437,6,0,0.280540572580167,-0.178649754015767,0,0,0.282030976494967,-0.0116754729844896,-274,16871,0.718893812851543
"376","1912","191",191,"Conservative",0.20894438138479,4,0.25,0.463836549375709,-0.161271282633371,0,0,0.0423051155076631,0.0513567376973785,1340,22025,0.844128468496091
"377","1890","192",192,"Liberal",0.186081441922563,5,0,0.236248331108144,0.217857142857143,0,0,0.130305019800694,-0.0275171374398366,-1132,29960,0.728280421994263
"378","1893","192",192,"Liberal",0.200899647260606,5,0.142857142857143,0.235396912721271,0.209119445972622,0,0,0.158078918516505,-0.0471147656720448,-2269,30901,0.641645383002139
"379","1903","192",192,"Liberal",0.308675152077786,5,0.166666666666667,0.184276744924633,0.369139813842132,0,1,0.294114861932109,0.06319555391695,4628,40933,0.558942007018694
"380","1907","192",192,"Liberal",0.181890673566698,5,0.571428571428571,0.287913554329607,0.383879314553532,0,1,0.230052682994001,0.0457985589134829,3534,61449,0.796342854180706
"381","1912","192",192,"Liberal",0.059005792806143,4,0.142857142857143,0.421743230499798,0.40385288966725,0,0,0.0288731619958368,0.0218888286823806,1939,74230,0.837961708660706
"382","1890","193",193,"Liberal",0.117049538990467,4,0.25,0.375996249413971,-0.0547741834661666,0,0,0.268882359981231,0.0545445722327365,1124,12798,0.621051099141069
"383","1893","193",193,"Conservative",0.160431505428394,6,0.375,0.425627549961967,-0.0765507226332895,0,0,0.135593376209717,-0.0067358967162503,-144,14461,0.676443072317336
"384","1893","193",193,"Conservative",0.118897132911972,4,0,0.404781533388293,-0.14921681780709,0,0,0.229036092304691,-0.0212835625409299,-455,10917,0.51066516980073
"385","1898","193",193,"Conservative",0.03312265917603,6,0.166666666666667,0.308520599250936,-0.0816947565543071,1,1,0.28089975890175,-0.00257886253741652,-56,8544,0.393460741422979
"386","1903","193",193,"Conservative",0.219073894564164,5,0,0.479158899410931,0.0994705838490791,1,1,0.221296179860942,0.00937417480855562,213,13411,0.590220931256051
"387","1907","193",193,"Conservative",0.161847697345503,5,0.333333333333333,0.440186720546227,0.147216609767993,1,0,0.22462877086773,-0.0287003222341569,-668,14353,0.616670247046187
"388","1907","193",193,"Conservative",0.213932962067879,6,0.25,0.46637595881055,0.120258484816644,0,0,0.27032601491174,-0.0726543439606335,-1757,19034,0.787081834346442
"389","1912","193",193,"Conservative",0.0813656040928769,3,0.4,0.389216843762298,0.00757575757575757,1,1,0.212107923407381,-0.00993337854549814,-249,20328,0.810946662943312
"390","1890","194",194,"Conservative",0.156989563427899,4,0.25,0.292322014797393,0.30094566122789,0,1,0.238937888321806,0.0588544403573306,1680,20409,0.714976353126642
"391","1890","194",194,"Liberal",0.17367819673834,5,0.2,0.235171912329905,0.194141477095668,1,0,0.297022443545029,0.058727297008547,1759,19254,0.642828525641026
"392","1893","194",194,"Conservative",0.183019693654267,5,0.375,0.222319474835886,0.199562363238512,1,1,0.29078575434423,0.012301105501949,385,22850,0.730078599271519
"393","1898","194",194,"Liberal",0.173985192749553,5,0.285714285714286,0.266700706322866,0.224236235214024,1,1,0.245777529312653,0.0669792172893856,2343,23502,0.67185043309225
"394","1903","194",194,"Conservative",0.218049471785622,5,0.142857142857143,0.250515331100232,0.222848492656532,1,1,0.259142008783209,0.0426347009391992,1725,31048,0.767375185368265
"395","1907","194",194,"Conservative",0.133351836899475,5,0.363636363636364,0.297436415018167,0.191663302381914,1,1,0.240631483134604,0.00948602584277136,428,39632,0.8783882621512
"396","1912","194",194,"Liberal",0.187990946611636,4,0.2,0.29605467536502,0.276039586384414,1,1,0.189318276082368,0.0129719382560176,637,45066,0.917728994420234
"397","1912","195",195,"Conservative",0.194032639840538,5,0.375,0.464245670860845,-0.206241435156347,0,0,0.0517017963061347,0.0248397860282824,469,16054,0.850272760976643
"398","1890","196",196,"Liberal",0.0448577680525164,3,0,0.422562606370046,-0.182409433503525,0,0,0.157066249766955,0.0144606688648139,307,16452,0.774941121055111
"399","1893","196",196,"Conservative",0.0318932827735645,4,0.5,0.289815817984832,-0.00297941495124593,0,0,0.28732991571766,-0.129937061023442,-2849,14768,0.673538265073429
"400","1893","196",196,"Conservative",0.110620569580898,4,0,0.237905733117771,0.131202586742942,1,0,0.35437863946738,0.0331810854379366,741,16082,0.720132545226581
"401","1898","196",196,"Conservative",0.127861923212399,4,0.375,0.241704825642832,0.15322296583304,0,0,0.342918366440396,0.0680576038865273,1569,14195,0.615728290101501
"402","1903","196",196,"Liberal",0.106316482070402,4,0,0.249259787257375,0.146562123039807,1,1,0.342054498456911,-0.0298242069104869,-738,18238,0.737037785411194
"403","1903","196",196,"Conservative",0.0711832483935298,4,0,0.252160425437625,0.0968313760248172,1,0,0.308165723496119,-0.02056,-514,18052,0.72208
"404","1907","196",196,"Conservative",0.0775572237829871,3,0.5,0.412011237507484,0.0846497489982959,1,1,0.194893261460202,-0.0341360046233867,-886,21713,0.836563282604508
"405","1912","196",196,"Conservative",0.201853802401517,3,0.5,0.274784074152096,0.232230882662734,1,0,0.174995771324352,0.0123727143326399,339,23735,0.866272491696777
"406","1893","197",197,"Conservative",0.287135852321892,7,0,0.485722526680127,-0.172843957311797,0,0,0.199256014092405,-0.0561749799946651,-1053,13868,0.739823953054148
"407","1898","197",197,"Conservative",0.0404040404040404,7,0.1,0.254148629148629,-0.169011544011544,0,0,0.271931279309462,-0.03125,-601,11088,0.576539101497504
"408","1903","197",197,"Conservative",0.0908519991626544,5,0.2,0.342404577489359,-0.147582164538413,0,0,0.182409068336979,0.0278482271619673,560,14331,0.712665970460988
"409","1907","197",197,"Conservative",0.252399439232179,6,0,0.489431683381861,-0.153240590963011,1,1,0.0676646950916572,0.00931662765615682,203,18546,0.851163431089082
"410","1912","197",197,"Liberal",0.0116183425868805,5,0,0.316214271026116,-0.248046473370348,0,0,0.258547444621224,0.0296740994854202,692,19452,0.834133790737564
"411","1890","198",198,"Conservative",0.16133416980343,3,0.333333333333333,0.458699289000418,-0.293810121288164,0,0,0.277617406352422,0.131206126356094,2056,9564,0.610338225909381
"412","1893","198",198,"Conservative",0.037956204379562,6,0,0.342292829540575,-0.268097896092744,1,1,0.279622866141399,0.00171777579844756,27,11645,0.74087033973788
"413","1903","198",198,"Conservative",0.173205596107056,4,0,0.42404197080292,-0.151992092457421,0,0,0.245176554172446,0.00232716539902367,41,13152,0.746509251901464
"414","1907","198",198,"Conservative",0.253634300435503,5,0,0.462307550757529,-0.0984481383794394,1,1,0.278403489071393,-0.069587360981187,-1339,16303,0.847261199459516
"415","1912","198",198,"Conservative",0.0776462395543175,5,0.285714285714286,0.280930826369545,0.012244661095636,1,0,0.437385066170691,-0.0435420026389092,-891,17232,0.842105263157895
"416","1898","2",2,"Conservative",0.145362590749653,4,0.25,0.488946896157925,0.198221714658618,0,0,0.0859164918202173,0.00743068579248822,1466,12259,0.0621369557504182
"417","1907","2",2,"Conservative",0.103042793065826,3,0.25,0.437446963268275,-0.109649654503576,0,0,0.139306779027,NA,537,16498,NA
"418","1912","2",2,"Conservative",0.147244596395666,3,0,0.486585153850611,-0.16770006374225,0,0,0.0242441582355743,0.0280285742633197,565,17257,0.856086913384264
"419","1912","2",2,"Conservative",0.0720020553664333,3,0.25,0.465797417945918,-0.253388143104888,0,0,0.0754940971694596,NA,1202,15569,NA
"420","1890","20",20,"Liberal",0.211483028413436,5,0,0.432378375198541,-0.0135302076592741,0,0,0.287092643372084,-0.120774204747646,-2783,16999,0.73770776374604
"421","1893","20",20,"Liberal",0.119420325302678,5,0.2,0.380212791977498,0.0338755044637397,1,1,0.286518274483089,-0.0345939607153327,-826,16354,0.684926917116891
"422","1898","20",20,"Liberal",0.191387828430272,6,0.142857142857143,0.405962272625197,0.0413204581181226,1,0,0.282809765729273,-0.0597496825684745,-1647,17812,0.646181752222021
"423","1903","20",20,"Liberal",0.0366800048502486,4,0.4,0.374317933794107,0.0785740269188796,1,1,0.244558019163756,0.014759764949879,427,16494,0.570134808157622
"424","1903","20",20,"Liberal",0.0762675553439657,5,0.333333333333333,0.365246369911926,0.121304451321114,0,0,0.246079963047601,-0.0425956636570235,-1387,21005,0.645077083717216
"425","1907","20",20,"Liberal",0.0451610283068676,6,0.25,0.304715103764773,0.083621004751655,1,1,0.309865011852367,-0.0596261966266525,-1962,24623,0.748305728612673
"426","1912","20",20,"Liberal",0.0548075777433575,5,0.166666666666667,0.374041860280392,0.0364192382541006,0,0,0.165070274408299,0.000151943355517048,5,25179,0.765156349712827
"427","1890","200",200,"Conservative",0.0409188473306846,3,0.333333333333333,0.344796090788692,0.118509384847239,0,0,0.163034081475097,0.037735196458218,1091,21897,0.757367183176536
"428","1893","200",200,"Conservative",0.113781098751804,5,0.333333333333333,0.306614587755795,0.320455124395007,1,0,0.199170739669119,0.0262213104244134,818,23554,0.755032696499551
"429","1903","200",200,"Liberal",0.175501168367974,5,0.333333333333333,0.300147583323084,0.327634977247571,1,1,0.216628028408274,0.0511745175865599,2050,32524,0.811902443895254
"430","1907","200",200,"Liberal",0.109100296187604,4,0.5,0.377924512920845,0.370451889894296,0,1,0.101955504364801,0.0576438256603602,2538,36801,0.835835472075223
"431","1890","201",201,"Catholic",0.179106624097564,4,0,0.485316535795438,0.117956683061524,0,0,0.165999637670972,-0.00839252211203434,-501,34767,0.582400830876441
"432","1893","201",201,"Catholic",0.149324061577876,6,0,0.425944140723288,0.00747992771690648,0,0,0.249335584772758,-0.155511180891118,-10202,43717,0.666387207902078
"433","1893","201",201,"Catholic",0.133538984263233,5,0,0.462848712446352,0.15553469241774,0,0,0.146663482675599,-0.0406980544238437,-1868,22368,0.487330878668381
"434","1898","201",201,"Catholic",0.141900189795691,4,0,0.477131480034238,0.153622864798482,1,1,0.166622827999767,-0.0151010393185581,-757,26871,0.53603702447685
"435","1903","201",201,"Catholic",0.0665256030469742,4,0,0.441500916913528,0.199407532797292,0,0,0.105170229287267,0.00504257559245647,273,35445,0.654703633240363
"436","1907","201",201,"Catholic",0.0493178962484294,4,0,0.40071351642434,0.108082031951176,1,0,0.137153977893703,-0.0618233569964252,-3649,44568,0.755095471256968
"437","1912","201",201,"Catholic",0.0294989854846262,5,0,0.38669758523044,0.256683538094495,0,0,0.0662660588493451,0.0758813800782721,4634,44849,0.734398794805875
"438","1912","206",206,"Catholic",0.230530962659447,4,0.166666666666667,0.496963488695398,0.0599741469720251,1,0,0.117541528313836,NA,-6020,41001,NA
"439","1890","207",207,"Liberal",0.0445759246638994,3,0.25,0.337463602007311,0.103680069388514,1,1,0.22370299277022,-0.0529829159146536,-2143,32282,0.798130887334042
"440","1893","207",207,"Liberal",0.0957674096315972,3,0.2,0.304423143550064,0.106767525118374,0,0,0.165968268390963,-0.141817748091603,-5945,34636,0.826240458015267
"441","1893","207",207,"Liberal",0.288127948931446,6,0,0.168019705800722,0.31928254232584,1,0,0.339939819850219,0.0509201605092016,2208,28824,0.664729486647295
"442","1898","207",207,"Liberal",0.148403604405384,3,0.142857142857143,0.29925464456558,0.197157637112026,1,1,0.215392743092988,0.0260914869229968,1252,35956,0.749317495050537
"443","1903","207",207,"Liberal",0.209286115795391,4,0.125,0.280921866216976,0.322338392355256,1,1,0.197436886293674,0.0152621344975602,832,44475,0.815845470888212
"444","1907","207",207,"Liberal",0.0913621906756652,5,0.285714285714286,0.323093631215577,0.277441625940579,1,1,0.226554486309324,0.00759920225569077,442,51564,0.886527749123169
"445","1912","207",207,"Liberal",0.190894431673929,4,0.166666666666667,0.274333550622706,0.211548358321611,0,0,0.18594620189028,-0.0290039963110974,-1887,58294,0.896003688902551
